title,subtitle,
"""Não é nepotismo"", diz Bolsonaro sobre filho ser embaixador","<p class=""text"">
	O presidente Jair Bolsonaro disse nesta sexta-feira que a indicação de seu filho, o deputado Eduardo Bolsonaro (PSL-SP), para a embaixada em Washington não se enquadraria como nepotismo, e que não faria a indicação se fosse.
</p>",
Previdência deve manter economia acima de R$ 900 bi,"<p class=""text"">
	BRASÍLIA - Embora as negociações de quinta-feira, 11, tenham levado a novas exceções nas regras para aposentadoria, integrantes do <strong>Ministério da Economia</strong> que acompanham as tratativas na Câmara ainda trabalhavam com cenário de que o impacto dos destaques - propostas de mudança no texto-base - na economia da reforma da Previdência ficaria ""bem abaixo dos R$ 100 bilhões"".
</p>",
Previdência 'cacifa' Maia para eleição de 2022,"<p class=""text"">
	BRASÍLIA - O presidente da Câmara, Rodrigo Maia (DEM-RJ), chegou nesta quinta-feira, 11, para uma reunião na casa do deputado Elmar Nascimento (BA), líder de seu partido, quando foi abordado por colegas que o chamaram de <strong>""Senhor Reforma""</strong>. Embora o tema do encontro fosse a continuidade da votação da reforma da Previdência, aliados lhe deram dicas sobre como tornar sua imagem mais popular e atrair votos até a <strong>eleição de 2022</strong>. Tratado como presidenciável por muitos de seus pares, Maia sorriu.
</p>",
Petrobras estuda deixar programa de governança da B3,"<p class=""text"">
	A <strong>Petrobras</strong> avalia deixar um programa da bolsa paulista B3 criado para atestar esforços de empresas estatais do país que buscam melhorar a governança, na esteira dos escândalos de desvios de dinheiro público revelados pela operação <strong>Lava Jato</strong>, disseram duas fontes à <em>Reuters</em>.
</p>",
"FHC defende Aécio contra pedidos de expulsão: ""oportunismo""","<p class=""text"">
	O ex-presidente <strong>Fernando Henrique Cardoso</strong> reagiu nesta quinta-feira, 11, à pressão feita por lideranças do PSDB ligadas ao governador de São Paulo, João Doria, pela expulsão do partido do deputado Aécio Neves (MG), após a abertura de ação penal contra ele na Justiça Federal em São Paulo, no início do mês. Em mensagem publicada no Twitter, FHC disse que o PSDB tem estatuto e código de ética a serem seguidos, e afirmou que ""jogar filiados às feras"", sem aguardar uma decisão judicial, é ""oportunismo sem grandeza"".
</p>",
"Deputado que chamou Moro de ""ladrão"" é acusado pelo PSL","<p class=""text"">
	O presidente do PSL, Luciano Bivar, entrou com representação à Mesa Diretora da Câmara Federal por suposta quebra de decoro contra Glauber Braga (PSOL), por chamar o ministro da Justiça e Segurança Pública, Sergio Moro, de ""juiz ladrão"", enquanto prestava esclarecimentos sobre mensagens atribuídas a ele e à força-tarefa da Operação Lava Jato Comissão de Constituição e Justiça da Casa.
</p>",
Ministro do Turismo mantém assessor indiciado por falsidade,"<p class=""text"">
	Preso no dia 27 de junho no âmbito da Operação Sufrágio Ostentação, que mira supostas candidaturas laranja do PSL, o assessor especial do Ministério do Turismo, Mateus Von Rondon, voltou a dar expediente normalmente no gabinete do ministro, Marcelo Álvaro Antônio, após a soltura.
</p>",
Câmara aprova emenda da bancada feminina à reforma,"<p class=""text"">
	A Câmara aprovou nesta quinta-feira, após um vaivém e muita negociação, um destaque à reforma da Previdência que adequa o cálculo de aposentadoria para mulheres à redução do tempo de contribuição e amplia a proteção à maternidade, entre outros pontos.
</p>",
Bolsonaro: AGU está em lista para eventual ministro do STF,"<p class=""text"">
	O presidente Jair Bolsonaro confirmou que o advogado-geral da União, André Luiz de Mendonça, está em uma lista de cotados para assumir a vaga de ""ministro evangélico"" no Supremo Tribunal Federal (STF). A primeira vaga a ser aberta no Supremo durante o mandato de Bolsonaro é a do ministro Celso de Mello, que terá aposentadoria compulsória em novembro de 2020, quando completa 75 anos.
</p>",
O que pode acontecer com os 'rebeldes' da oposição que votaram pela reforma da Previdência,"<p class=""text"">
	Horas antes da Câmara dos Deputados aprovar o texto-base da reforma da Previdência, na quarta-feira (10), o líder da bancada do PDT, André Figueiredo (CE), subiu à tribuna para fazer um discurso criticando os deputados de seu próprio partido que pretendiam votar à favor do projeto enviado pelo governo. Figueiredo chamou os colegas de ""futuros traidores"" e ""vendilhões da Pátria"".
</p>",
,"<p class=""text"">
	O sorteio do <strong>concurso 2.168</strong> da <strong>Mega-Sena</strong>, ocorrido na noite desta <strong>quinta-feira</strong> <strong>(11)</strong> na cidade de <strong>São Paulo (SP)</strong> teve um <strong>único</strong> acertador das <strong>seis dezenas</strong>. Uma aposta feita em <strong>Curitiba</strong>, no <strong>Paraná</strong>, embolsou <strong>sozinha</strong> o prêmio de <strong>R$ 8.177.021,67</strong>, encerrando assim uma série de <strong>três sorteios seguidos</strong> sem o prêmio máximo da <strong>principal loteria do País</strong>.
</p>",
Ministério alerta para fraude sobre 13° do Bolsa Família,"<p class=""text"">
	Um novo golpe, veiculado por meio de mensagens no aplicativo WhatsApp, promete a liberação instantânea do décimo terceiro salário do Bolsa Família para beneficiários do programa, segundo informações divulgadas nesta quinta-feira (11) pelo Ministério da Cidadania.
</p>",
'Meus filhos esvaziaram nossa conta bancária jogando Fifa',"<p class=""text"">
	Quatro crianças, com idades inferiores a 10 anos, gastaram quase 550 libras (cerca de R$ 2,6 mil) em três semanas comprando pacotes de jogadores do Fifa 19, game de futebol online, usando a conta da família no Nintendo Switch.
</p>",
Crânio encontrado na Grécia pode reescrever história do homem moderno,"<p class=""text"">
	Pesquisadores encontraram o mais antigo exemplo da nossa espécie (humanos modernos) fora da África.
</p>",
Vaticano não acha desaparecida em túmulo e aumenta mistério,"<p class=""text"">
	O Vaticano reabriu nesta quinta-feira (11) dois túmulos do cemitério teutônico de Roma onde poderiam estar os restos mortais de <strong>Emanuela Orlandi</strong>, jovem desaparecida em 1983, aos 15 anos de idade. A medida foi tomada após a família de Orlandi ter recebido uma carta indicando sua suposta sepultura.
</p>",
Barragem se rompe e inunda cidade na BA com água e lama,"<p class=""text"">
	Uma barragem de água se rompeu na manhã desta quinta-feira, 11, no povoado de <strong>Pedro Alexandre</strong> (BA), localizado a 437 quilômetros de Salvador. Não há relatos de mortes e feridos.
</p>",
Maia recebe deputados enquanto destaques não são analisados,"<p class=""text"">
	BRASÍLIA - Enquanto a Câmara não reabre a sessão para a discussão e votação dos destaques à reforma da Previdência, o gabinete do presidente da Casa, Rodrigo Maia (DEM-RJ), registra uma forte movimentação de entrada e saída de deputados, e também de integrantes do governo. Passaram pelo local nesta quinta-feira, 11, a líder do governo no Congresso, Joice Hasselmann, e também o secretário especial adjunto da Previdência, Bruno Bianco.
</p>",
Temporal violento mata 6 estrangeiros em praias da Grécia,"<p class=""text"">
	Uma tempestade violenta de curta duração matou seis estrangeiros, incluindo duas crianças, além de deixar mais de 100 pessoas feridas, após atingir o norte da <strong>Grécia</strong> durante a madrugada, derrubando árvores e arrancando telhados.
</p>",
"Magazine dá descontos de R$ 1 mil na madrugada: ""Buguei?""","<p class=""text"">
	Os clientes do Magazine Luiza que visitaram o aplicativo da empresa na madrugada desta quinta-feira, 11, tiveram acesso a um <strong>cupom que dava R$ 1 mil de desconto </strong>para qualquer produto da loja online. Nesta manhã, o assunto era o segundo mais comentado pelo Brasil no Twitter.
</p>",
"""Tabata, o PSL está de braços abertos para você"", diz Frota","<p class=""text"">
	Com o voto a favor da reforma da Previdência, a deputada federal Tabata Amaral se mantém entre os principais assuntos do Twitter desde a quarta-feira, 10, dia da votação em que a proposta foi aprovada em 1º turno na Câmara com 379 votos. Ela diz ter votado por convicção.
</p>",
O quarteto que atuou pela aprovação da PEC da Previdência,"<p class=""text"">
	BRASÍLIA - Principal avalista da reforma da Previdência, o presidente da Câmara, <strong>Rodrigo Maia</strong> (DEM-RJ), atuou como articulador político do governo de Jair Bolsonaro, mesmo a contragosto, para a aprovação das mudanças na aposentadoria.
</p>",
Governo pedirá crédito para bancar emendas após reforma,"<p class=""text"">
	BRASÍLIA - O governo vai enviar ao <strong>Congresso Nacional</strong> um projeto de lei abrindo um crédito suplementar para remanejar despesas do Orçamento e atender a ações de interesse dos deputados nas suas bases eleitorais. Para votar os destaques (sugestões de mudanças em relação ao texto principal), os deputados cobram esses recursos.
</p>",
"""Não foi um voto vendido"", diz Tabata, ameaçada de expulsão","<p class=""text"">
	Ameaçada de expulsão do PDT por votar a favor da reforma da Previdência, a deputada <strong>Tabata Amaral</strong> (SP) disse que não vendeu seu voto e que o ""sim"" às mudanças nas regras de aposentadoria não significam um ""sim"" ao governo Jair Bolsonaro, tampouco um ""não"" à orientação do partido.
</p>",
"O que é o 'Big One', terremoto devastador que pode atingir a Califórnia a qualquer momento","<p class=""text"">
	Os terremotos registrados na Califórnia na semana passada lembraram aos moradores do Estado americano que, em algum momento do futuro, o temido tremor conhecido como ""Big One"" (O Grande) chegará.
</p>",
Como votou cada deputado na reforma da Previdência,"<p class=""text"">
	A Câmara aprovou em primeiro turno nesta quarta-feira (10) o texto-base da proposta de emenda à Constituição (PEC) que muda as regras do sistema previdenciário do Brasil. Para que a PEC seja aprovada na Câmara, são necessários os votos de pelo menos 308 deputados, em dois turnos.
</p>",
"""Cadeia? De jeito nenhum"", diz senador sobre caixa 2","<p class=""text"">
	O placar amplamente favorável à criminalização do caixa 2 na Comissão de Constituição e Justiça (CCJ) do Senado revoltou o senador <strong>Marcelo Castro</strong> (MDB-PI), ex-ministro da Saúde do governo Dilma Rousseff. Só ele e o senador <strong>Rogério Carvalho</strong> (PT-SE) votaram contra. Foram 17 votos a 2.
</p>",
Partidos de oposição entregaram 19 votos a favor da reforma,"<p class=""text"">
	BRASÍLIA - A aprovação do texto-base da reforma da Previdência por 379 votos favoráveis no plenário da Câmara dos Deputados, na noite desta quarta-feira, 10, contou com 19 votos de parlamentares de partidos da oposição que encaminharam votação contra o texto.
</p>",
Bolsonaro agradece Maia e Câmara por aprovar Previdência,"<p class=""text"">
	O presidente Jair Bolsonaro agradeceu em publicação no Twitter nesta quarta-feira a Câmara dos Deputados, citando o presidente da Casa, Rodrigo Maia (DEM-RJ), pela aprovação do texto-base da reforma da Previdência em primeiro turno.
</p>",
Corpo de Paulo Henrique Amorim será velado na sede da ABI,"<p class=""text"">
	O corpo do jornalista Paulo Henrique Amorim será velado na sede da Associação Brasileira de Imprensa (ABI) entre 10h e 15h desta quinta-feira, 11. Amorim morreu na madrugada desta quarta-feira, 10, aos 76 anos, vítima de enfarte. Ele havia voltado de um jantar com amigos e se sentiu mal pouco depois de chegar em sua casa, no Rio de Janeiro.
</p>",
Reforma da Previdência: O que acontece após aprovação do texto em 1º turno na Câmara?,"<p class=""text"">
	O Plenário da Câmara dos Deputados aprovou, na noite desta quarta-feira (10/7), com 379 votos a favor e 131 contra, o texto-base da reforma da Previdência, projeto prioritário do governo de Jair Bolsonaro.
</p>",
"Emocionado, Maia agradece votação expressiva na reforma","<p class=""text"">
	Em tom de desabafo, o presidente da Câmara dos Deputados, Rodrigo Maia (DEM-RJ), disse que a aprovação do texto-base proposta da reforma da Previdência (PEC 6/19) na noite desta quarta-feira (10) é um ""momento histórico"" para os que apoiam e os que não apoiam a proposta. Responsável pela condução da aprovação da reforma, Maia fez um discurso emocionado, que durou 16 minutos, no qual agradeceu aos líderes partidários e destacou trechos da proposta.
</p>",
Câmara dos Deputados aprova texto-base da Reforma da Previdência em primeiro turno,"<p class=""text"">
	A Câmara dos Deputados aprovou nesta quarta (10) o texto-base da Reforma da Previdência em primeiro turno por 379 votos a favor a 131 contra, depois de mais de quatro meses de análise. O texto precisa ser aprovado ainda em uma segunda votação na Câmara, por ser uma proposta de alteração da Constituição (PEC). Depois precisa passar por mais duas votações no Senado antes de entrar em vigor.
</p>",
Como fica minha aposentadoria se a reforma for aprovada?,"<p class=""text"">
	A Câmara dos Deputados se reúne nesta quarta-feira, 10, para votar o projeto de reforma da Previdência. Para aprovar o texto no plenário da Câmara, são necessários 308 votos, em dois turnos. Depois, serão mais duas votações no Senado.
</p>",
Partidos fecham acordo para suavizar reforma de policiais,"<p class=""text"">
	Depois de dias de pressão, a <strong>Câmara dos Deputados</strong> conseguiu fechar um acordo para alterar o regime de Previdência dos policiais ligados ao governo federal, reduzindo a idade mínima de aposentadoria para 53 anos para homens e 52 para mulheres, dos atuais 55 anos previstos, retirando um dos entraves para a votação da reforma que se iniciou nesta quarta-feira (10).
</p>",
"Morre em SP, aos 85 anos, o sociólogo Chico de Oliveira","<p class=""text"">
	Morreu nesta quarta-feira (10), em São Paulo, aos 85 anos, o sociólogo e fundador do PT Francisco Maria Cavalcanti de Oliveira,<strong> o Chico de Oliveira,</strong> segundo informação da da Faculdade de Filosofia, Letras e Ciências Humanas da USP (FFLCH-USP). 
</p>",
Deputado do Psol entra com ação no STF para impedir reforma,"<p class=""text"">
	BRASÍLIA - O deputado federal <strong>Ivan Valente</strong> (Psol-SP) entrou com uma ação no <strong>Supremo Tribunal Federal</strong> (STF) para barrar a votação da reforma da Previdência na Câmara dos Deputados e impedir o presidente Jair Bolsonaro e seus ministros de executar emendas parlamentares sem base legal para obter apoio na aprovação da proposta.
</p>",
Como a educação severa de meus pais me tornou uma adulta solitária e tímida,"<p class=""text"">
<strong>Quando uma jovem pediu conselhos em um fórum na internet, recebeu mensagens de apoio do mundo inteiro. Sua história é contada no depoimento abaixo, feito à repórter Elaine Chong. </strong>
</p>",
Governo vai mudar Mais Médicos para reincorporar os cubanos,"<p class=""text"">
	BRASÍLIA - O governo federal pretende editar em agosto uma medida provisória alterando o Programa Mais Médicos e reincorporando profissionais cubanos. Eles tiveram de sair do programa com o rompimento do acordo de colaboração entre Brasil e Cuba, mas a ideia é que voltem a trabalhar na atenção básica do Sistema Único de Saúde (SUS) por um período de dois anos. Terminado esse prazo, precisarão revalidar o diploma.
</p>",
PDT ameaça expulsar Tabata Amaral por voto na Previdência,"<p class=""text"">
	O PDT ameaça expulsar a deputada <strong>Tabata Amaral</strong> (SP) se ela votar a favor da reforma da Previdência. Em reunião realizada nesta terça-feira, 9, com a bancada do PDT na Câmara, o presidente do partido, Carlos Lupi, disse que quem apoiar as mudanças na aposentadoria propostas pelo governo de Jair Bolsonaro será punido com o desligamento.
</p>",
"Reforma da Previdência: governo prioriza 'Centrão' ao liberar R$ 2,5 bi em emendas antes de votação","<p class=""text"">
	Eleito com um discurso crítico ao que chamava de ""velha política"", o presidente Jair Bolsonaro não pediu indicações dos partidos políticos ao escolher os seus ministros. Vem tendo uma relação difícil com a Câmara dos Deputados e o Senado desde o começo dos trabalhos do Congresso, em fevereiro.
</p>",
"Morre o jornalista Paulo Henrique Amorim, aos 77 anos","<p class=""text"">
	O jornalista <strong>Paulo Henrique Amorim</strong> morreu de infarto nesta quarta-feira, aos 77 anos, no Rio de Janeiro. A informação foi confirmada pela <strong>RecordTV</strong>.
</p>",
"Com boas chances de aprovação, reforma deve ser votada hoje","<p class=""text"">
	BRASÍLIA - A Câmara dos Deputados deve votar nesta quarta-feira, 10, o projeto de reforma da Previdência, após os parlamentares passarem praticamente toda a terça-feira em negociações para viabilizar a proposta, com muitas pressões por novas alterações no texto. O presidente da Câmara, Rodrigo Maia (DEM-RJ), considerado o principal avalista da reforma no Congresso, concordou, por exemplo, em uma nova forma para o cálculo do benefício para as mulheres, que tem potencial em diminuir a economia prevista em até R$ 30 bilhões num período de dez anos.
</p>",
"Carlos é muito traumatizado pelo atentado ao pai, diz Heleno","<p class=""text"">
	O ministro do Gabinete de Segurança Institucional (GSI), general Augusto Heleno, afirmou nesta quarta-feira, 10, que o vereador Carlos Bolsonaro é ""extremamente traumatizado"" pelo atentado que seu pai, o presidente Jair Bolsonaro, sofreu no ano passado, durante a campanha eleitoral, em Juiz de Fora (MG).
</p>",
PM alega que matou homem em cinema após agressão a criança,"<p class=""text"">
	DOURADOS (MS) - Um policial militar ambiental foi preso em Dourados (MS), acusado de matar um homem durante uma sessão de cinema na tarde desta segunda-feira, 8. Em depoimento à polícia, Dijavan dos Santos alegou que ele e o filho de dez anos foram agredidos pelo bioquímico Julio César Cerveira Filho.
</p>",
Escultura de Tutancâmon: Egito quer processar casa de leilões para recuperar peça vendida por R$ 22 milhões,"<p class=""text"">
	A venda de uma escultura com o rosto do faraó egípcio Tutancâmon está provocando uma disputa internacional.
</p>",
Caso de estupro coletivo reacende discussão sobre maioridade penal na Alemanha,"<p class=""text"">
	O estupro coletivo de uma mulher de 18 anos reacendeu o debate sobre a redução da maioridade penal na Alemanha. Isso porque os principais suspeitos de terem cometido os crimes são jovens. Dois deles têm apenas 12 anos - outros três têm 14.
</p>",
Bolsonaro pretende ir à Câmara acompanhar votação,"<p class=""text"">
	BRASÍLIA - O presidente Jair Bolsonaro pretende ir à Câmara dos Deputados nesta quarta-feira, 10, pela manhã para acompanhar presencialmente parte da sessão de votação da proposta que modifica as regras de aposentadoria no País. O ministro-chefe da Secretaria de Governo, Luiz Eduardo Ramos, deve acompanhá-lo.
</p>",
Governo negocia retirada de forças de segurança da reforma,"<p class=""text"">
	O presidente Jair Bolsonaro afirmou nesta terça-feira que o governo negocia a retirada das forças de segurança no texto principal da Previdência, que será votado esta semana, para que seja enviada depois por projeto de lei complementar.
</p>",
Terremoto na Califórnia criou rachadura vista do espaço,"<p class=""text"">
	Na última sexta-feira (5), um <strong>terremoto com 7,1 graus de magnitude na escala Richter</strong> atingiu o estado da Califórnia, nos Estados Unidos, causando falta de energia, deslizamentos e pequenos incêndios em parte da região. O acontecimento também gerou um fato curioso: ele causou uma rachadura que pode ser vista do espaço.
</p>",
"'Inepto, atrapalhado e incompetente': os e-mails vazados de embaixador britânico com críticas a Trump","<p class=""text"">
	O vazamento de críticas do embaixador britânico em Washington, Kim Darroch, ao governo Donald Trump gerou mal-estar diplomático entre dois países que são aliados históricos e que não se cansam de repetir que possuem uma ""relação muito especial"".
</p>",
Frio em São Paulo: como moradores de rua enfrentaram as noites mais frias do ano em São Paulo,"<p class=""text"">
	Papelões fazem as vezes de mantas para forrar o chão. Cobertores empilhados ajudam a formar uma espécie de colchão, mas o que mais faz a diferença nas madrugadas do inverno paulistano é a <strong>""montanha humana""</strong>.
</p>",
Policiais são baleados com tiros de fuzil durante operação,"<p class=""text"">
<strong>Dois policiais rodoviários federais foram atingidos por tiros</strong> de fuzil após tentarem evitar o roubo de um caminhão na manhã desta terça-feira, 9, em Miracatu, interior de São Paulo.
</p>",
"Alanzoka bate recorde, ""Tinder"" do LoL é criado e mais!",,
"Se Moro cometeu algum erro, terá valido a pena para salvar Brasil da corrupção, diz Doria","<p class=""text"">
	O governador de São Paulo, João Doria (PSDB), é bastante enfático ao defender a atuação de Sergio Moro, ministro da Justiça e da Segurança Pública, como juiz federal responsável pelos casos da Operação Lava Jato em Curitiba.
</p>",
Oposição formaliza apoio a novo referendo sobre Brexit,"<p class=""text"">
	O Partido Trabalhista, que lidera a oposição ao governo conservador no Reino Unido, formalizou nesta terça-feira (9) seu apoio oficial a uma segunda consulta popular sobre a saída do país da União Europeia.
</p>",
"Bolsonaro sobre Previdência: ""Maia é nosso general na Câmara""","<p class=""text"">
	O <strong>presidente Jair Bolsonaro</strong> disse nesta terça-feira (9) que está confiante na aprovação da <strong>PEC que altera as regras de aposentadoria do País</strong> em dois turnos pela Câmara dos Deputados, antes do recesso parlamentar, que começa em 18 de julho. O presidente confiou a aprovação à atuação do presidente da Casa, Rodrigo Maia (DEM-RJ), que classificou de ""general"".
</p>",
47% são a favor e 44% contra a reforma da Previdência,"<p class=""text"">
	Aumentou de 41% para 47% o <strong>apoio da população brasileira à reforma da Previdência </strong>nos últimos três meses, segundo pesquisa realizada pelo instituto Datafolha, publicada na manhã desta terça-feira, 9. A rejeição à medida caiu de 51% para 44%.
</p>",
Líder do governo aposta R$ 100 que Previdência terá 342 votos,"<p class=""text"">
	BRASÍLIA - A líder do governo no Congresso, a deputada federal Joice Hasselmann (PSL-SP), apostou R$ 100 com os colegas do DEM que a reforma será aprovada com 342 votos do plenário, mais do que os 308 votos que são necessários.
</p>",
Bolsonaro cria primeira universidade de seu governo,"<p class=""text"">
	O presidente Jair Bolsonaro assinou na noite dessa segunda-feira (8) a lei que cria a Universidade Federal do Norte do Tocantins (UGTN), com sede em Araguaína, por desmembramento de campus da Fundação Universidade Federal do Tocantins.
</p>",
Defensores questionam  'cenário' de audiências,"<p class=""text"">
	Defensores públicos e advogados brasileiros vão fazer pressão para o Supremo Tribunal Federal (STF) julgar se o <strong>Ministério Público </strong>deve ou não ter uma cadeira reservada ao lado dos juízes em audiências de instrução e julgamento. Hoje, membros do MP, ainda que como parte acusatória, ficam à direita do juiz, geralmente alguns degraus acima do réu, sua defesa e testemunhas.
</p>",
Governo tenta conter divisão no PSL para preservar reforma,"<p class=""text"">
	O governo tenta conter o racha do PSL, partido do presidente Jair Bolsonaro, para evitar abrir uma ""porteira"" para novas mudanças na votação da reforma da Previdência na Câmara dos Deputados. Com 22 dos 54 deputados eleitos com a bandeira da segurança pública, o PSL deve entrar na votação dividido em relação a regras mais brandas para policiais federais, rodoviários e legislativos.
</p>",
"Em caso raro, filho de desertores sul-coreanos migra para a Coreia do Norte, diz mídia oficial","<p class=""text"">
	O filho de célebres desertores sul-coreanos decidiu se mudar para a Coreia do Norte, em um caso raro de alguém tentando migrar para o regime de Kim Joung-un, segundo a mídia oficial norte-coreana.
</p>",
Bolsonaro: Congresso tem responsabilidade sobre mudar texto,"<p class=""text"">
	O presidente Jair Bolsonaro tem suas ""percepções"" sobre alterações na reforma da Previdência para beneficiar as forças de segurança e entende as peculiaridades das carreiras, mas entende que nesse momento é de responsabilidade dos deputados fazer ou não alterações na proposta, disse nesta segunda-feira o porta-voz da Presidência, Otávio Rêgo Barros.
</p>",
Porta-voz: 'Vaias e aplausos são direitos do cidadão',"<p class=""text"">
	BRASÍLIA - Após ser recebido com vaias e aplausos na final da Copa América no domingo no Rio, o porta-voz da Presidência, <strong>Otávio do Rêgo Barros</strong>, afirmou que o presidente Jair Bolsonaro ""está com a consciência tranquila sobre todos atos que vêm sendo realizados sob a sua batuta"".
</p>",
Bolsa bate novo recorde com expectativa sobre a Previdência,"<p class=""text"">
	A expectativa de que a reforma da Previdência seja aprovada com uma margem folgada de votos no plenário da Câmara antes do recesso parlamentar, ou até mesmo já nesta semana, sustentou a alta da bolsa nesta segunda-feira, 8, apesar das quedas dos índices em Nova York, com os investidores atentos às articulações finais do presidente da Casa, Rodrigo Maia (DEM-RJ). As estimativas de votos favoráveis à proposta informadas por algumas lideranças variam entre 330 e 340, acima, portanto, dos 308 necessários para que o projeto passe.
</p>",
Pai de Neymar rebate nota do PSG e desmente atraso,"<p class=""text"">
	Na manhã desta segunda-feira (8), o <strong>PSG</strong> soltou uma nota criticando a postura de Neymar Jr. ao não se reapresentar para a pré-temporada. Em entrevista ao portal Fox Sports, Neymar da Silva Santos, o pai do atacante, se disse surpreso com a postura do clube, e alega que o retorno do atleta estava acordado para o próximo dia 15.
</p>",
,,
Cade condena 11 empresas por cartel do metrô de São Paulo,"<p class=""text"">
	Depois de seis anos de investigações, o <strong>Conselho Administrativo de Defesa Econômica </strong>(Cade) condenou 11 empresas e 42 pessoas físicas por participação no chamado ""cartel do metrô de São Paulo"". No total, elas pagarão multas que somam R$ 535,11 milhões.
</p>",
"General Heleno: Moro é ""símbolo do Batman contra o Coringa""","<p class=""text"">
	O ministro-chefe do Gabinete de Segurança Institucional, <strong>general Augusto Heleno</strong>, defendeu nesta segunda-feira, 8, o ministro da Justiça e Segurança Pública, Sérgio Moro, e disse que o vazamento de conversas ilegais se deu porque o ex-juiz é o ""símbolo do Batman contra o Coringa"".
</p>",
Irã passa a enriquecer urânio acima de limite permitido,"<p class=""text"">
	O Irã alcançou um nível de enriquecimento de urânio de 4,5%, quebrando o limite de 3,67% imposto pelo Acordo Nuclear assinado em 2015, segundo informou nesta segunda-feira (08/07) o porta-voz da Organização de Energia Atômica do Irã, Behruz Kamalvandi. A informação foi confirmada pela Agência Internacional de Energia Atômica (AIEA), ligada às Nações Unidas.
</p>",
Aprovação e reprovação de Bolsonaro se igualam em 33%,"<p class=""text"">
	Pesquisa Datafolha publicada nesta segunda-feira, 8, mostra que 33% da população considera o trabalho do presidente Jair Bolsonaro ótimo ou bom, enquanto 31% avaliam como regular e outros 33%, como ruim ou péssimo. Além disso, 2% disseram não saber avaliar. Em abril, segundo o Datafolha, 32% consideravam o trabalho do presidente ótimo ou bom, 31% viam como regular e 30% como ruim ou péssimo, com 4% que não souberam responder.
</p>",
"Moro tira licença ""para tratar de assuntos particulares""","<p class=""text"">
	O ministro da Justiça e Segurança Pública, Sergio Moro, ficará afastado do cargo na próxima semana ""para tratar de assuntos particulares"". O período de afastamento do ministro se dará de 15 a 19 de julho. O despacho presidencial que autoriza a licença de Moro está publicado no <i>Diário Oficial da União</i> (DOU) desta segunda-feira, dia 8, sem mais informações sobre os motivos da decisão.
</p>",
Brasil tenta abater barreiras comerciais do Mercosul,"<p class=""text"">
	BRASÍLIA - A conclusão do acordo comercial com a União Europeia pressiona o Mercosul a acelerar reformas internas do bloco que, apesar de ter sido formado há 18 anos, até hoje não funciona como uma área plena de livre-comércio.
</p>",
"'A ponte do amor': por que nosso cérebro confunde medo, atração e paixão?","<p class=""text"">
	Todo mundo que já se apaixonou alguma vez na vida é capaz de identificar alguma dessas sensações: os batimentos cardíacos aceleram, a respiração fica ofegante e as palmas das mãos podem ficar mais úmidas quando alguém arrebata nosso coração.
</p>",
Anitta e Amoêdo veem erros de Eike Batista como lição,"<p class=""text"">
	FLORIANÓPOLIS - Para alguns dos principais palestrantes da <strong>Empreende Brazil Conference</strong> - evento sobre empreendedorismo realizado no sábado, 6, em Florianópolis, que contou com a presença de Eike Batista -, os erros da trajetória do homem que já foi o mais rico do País poderiam ser uma importante lição para a plateia.
</p>",
Bolsonaro tenta capitalizar título do Brasil no Maracanã,"<p class=""text"">
	O presidente Jair Bolsonaro tentou fazer da final da Copa América neste domingo, 7, no Maracanã, um teste de popularidade do seu governo. Após a vitória do Brasil sobre o Peru (3 a 1), Bolsonaro participou da premiação das seleções e atletas no gramado do estádio. Recebeu um misto de vaias e apoios ao adentrar e sair do campo.
</p>",
Piloto morre durante voo e copiloto faz pouso de emergência,"<p class=""text"">
	O <strong>piloto</strong> de um avião bimotor sofreu um enfarte e morreu na manhã deste sábado, 6, durante o voo entre Bahia e São Paulo. O copiloto assumiu a aeronave King Air C90A e fez um pouso de emergência no aeroporto Internacional de Campo Grande (MS).
</p>",
"Mensagens mostram articulação contra a Venezuela, diz jornal","<p class=""text"">
	Quando era juiz da Operação Lava Jato, o ministro da Justiça e da Segurança Pública, Sergio Moro, trocou supostas mensagens com o procurador Deltan Dallagnol nas quais discutiu iniciativa para tornar públicas informações da Odebrecht que eram mantidas sob sigilo, a respeito de corrupção na Venezuela, segundo reportagem do jornal <em>Folha de S.Paulo </em>em parceria com o site The Intercept Brasil.
</p>",
,,
"Cidade em SC registra -9,2ºC e cascata amanhece congelada","<p class=""text"">
	 A cidade de Urupema, na serra catarinense, chegou a registrar a temperatura de -9,2ºC neste domingo (7), a menor desde 1990, segundo a prefeitura. Com isso, a cascata do Morro das Torres amanheceu congelada. 
</p>",
Madrugada de domingo tem novo recorde de frio no ano em SP,"<p class=""text"">
	Com termômetros marcando <strong>6,5ºC</strong>, São Paulo teve a madrugada mais <strong>fria</strong> do ano neste domingo, 7, segundo <strong>Instituto Nacional de Meteorologia (Inmet</strong>). No sábado, os termômetros haviam registrado 7,4ºC, recorde de temperatura baixa em 2019 até então.
</p>",
Pesquisa indica que 58% acham inadequadas conversas de Moro,"<p class=""text"">
	Pesquisa feita pelo Datafolha e publicada neste sábado, 6, aponta que 58% dos brasileiros consideraram inadequadas as supostas conversas vazadas entre Sérgio Moro, então juiz da Operação Lava Jato, e procuradores da força-tarefa. Já os que viram as mensagens como adequadas são 31%. Os que não souberam opinar representam 11% dos entrevistados.
</p>",
