title,subtitle,
Procuradoria tenta 'saída honrosa' de Dallagnol da Lava Jato,"<p class=""text"">
	Procuradores discutem nos bastidores o que poderia ser uma ""saída honrosa"" para <strong>Deltan Dallagnol</strong> da força-tarefa da <strong>Lava Jato</strong> em Curitiba. A ideia seria promovê-lo ao cargo de procurador regional, para atuar na segunda instância do Ministério Público Federal, o que o afastaria da operação. Para isso acontecer, porém, Dallagnol precisa se candidatar à vaga.
</p>",
Acordo Mercosul-UE pode impactar economia em US$ 79 bilhões,"<p class=""text"">
	O <strong>acordo </strong>comercial entre o Mercado Comum do Sul (<strong>Mercosul</strong>) e a <strong>União Europeia </strong>(UE), fechado no fim de junho, deve impactar a economia brasileira em US$ 79 bilhões até 2035. A estimativa é da Confederação Nacional do Comércio de Bens, Serviços e Turismo (CNC), que divulgou hoje (11) estudo sobre a questão, durante a 2ª Conferência de Comércio Internacional e Serviços do Mercosul (CI19), realizada na sede da entidade, no Rio de Janeiro.
</p>",
,,
Investigação sobre óleo no Nordeste mira 23 navios suspeitos,"<p class=""text"">
	As investigações sobre a origem do <strong>petróleo </strong>que contamina todo o litoral do <strong>Nordeste </strong>se concentram, na fase atual, em 23 embarcações suspeitas. O trabalho é conduzido pela Marinha e Polícia Federal.
</p>",
,"<p class=""text"">
	Ninguém acertou as seis dezenas do <strong>concurso 2197 </strong>da <strong>Mega-Sena</strong>, na noite desta segunda-feira, na cidade de <strong>São Paulo</strong>. O prêmio, que seria de <strong>R$ 30 milhões</strong>, acumulou para <strong>R$ 34 milhões</strong>. O próximo concurso será realizado na quarta-feira, dia 16.
</p>",
De meias a games: o que comprar na BGS com até R$ 50,"<p class=""text"">
	A <strong>Brasil Game Show (BGS)</strong> começou nesta quarta-feira (9) com atrativos que enchem os olhos dos visitantes seja pelo caráter tecnológico ou ainda pelo apelo sentimental. E não é preciso estourar o orçamento do mês na hora de fazer as compras. Para mostrar ao gamer profissional ou amador que é possível economizar, o <strong>Terra</strong> fez uma seleção de itens que podem ser comprados por até R$ 50, e que vão de vestuário à diversão.
</p>",
"IPCA tem queda no mês, no menor resultado desde 1998","<p class=""text"">
	O Índice Nacional de Preços ao Consumidor Amplo (IPCA) registrou deflação de 0,04% em setembro, ante um avanço de 0,11% em agosto, informou nesta quarta-feira, 9, o Instituto Brasileiro de Geografia e Estatística (IBGE). Resultado é o menor para um mês de setembro desde 1998, quando o IPCA ficou em -0,22%.
</p>",
"Bolsonaro não tem mais nenhuma relação com o PSL, diz Bivar","<p class=""text"">
	O presidente do PSL, deputado <strong>Luciano Bivar</strong> (PE), disse nesta quarta-feira, 9, considerar que o presidente Jair <strong>Bolsonaro </strong>já decidiu pela saída do partido.""Quando ele diz a um estranho para esquecer o PSL, mostra que ele mesmo já esqueceu. Mostra que ele não tem mais nenhuma relação com o PSL"", afirmou o dirigente partidário ao <em>Broadcast Político/Estado</em>.
</p>",
,,
Bebê de 1 ano é morto em ataque de cão rottweiler no RS,"<p class=""text"">
	O menino <strong>Otto Baum Nasciment</strong>o, de 1 ano e 3 meses, morreu após ser<strong> atacado por um cão da raça</strong> <strong>rottweiler</strong> nesta terça-feira, 8, em Sapiranga, na região do Vale dos Sinos, no Rio Grande do Sul. De acordo com a Polícia Civil, a criança estava na casa da avó quando o cachorro escapou do canil e a atacou.
</p>",
Criadores de baterias de celulares ganham Nobel de Química,"<p class=""text"">
	O alemão <strong>John Goodenough</strong>, o britânico <strong>Michael Stanley Whittingham</strong> e o japonês <strong>Akira Yoshino</strong> ganharam nesta quarta-feira (9) o prêmio Nobel de Química 2019. Os três cientistas conquistaram a honraria por suas contribuições ao desenvolvimento das baterias de íons de lítio, usadas hoje em celulares, notebooks e carros elétricos.
</p>",
Droga lícita e mortífera se espalha pela Europa,"<p class=""text"">
	Em agosto, num motel em Queens, em Nova York, foi encontrado o corpo sem vida de Andrea Zamperoni, chef de cozinha italiano do famoso restaurante Cipriani Dolci, localizado na estação Grand Central Terminal. Ele morreu de overdose de <strong>fentanil</strong>. Foi então que a crise de consumo desse opioide, que atormenta os Estados Unidos desde 2014, atraiu a atenção na Itália.
</p>",
,,
,,
"Vazamento de óleo já é o de maior extensão, diz especialista","<p class=""text"">
	O vazamento que poluiu praias nos nove Estados do Nordeste já é o maior episódio, em termos de extensão, de vazamento de óleo vindo de uma mesma origem. Essa é a avaliação de <strong>David Zee</strong>, professor da Faculdade de Oceanografia da Universidade do Estado do Rio (Uerj). Até esta segunda-feira (7), pelo menos 132 pontos do litoral do Nordeste foram atingidos pela mancha. E, segundo ele, pode levar de dez a 20 anos para que todo o resídio seja eliminado do oceano.
</p>",
Não passar fio dental pode prejudicar minha gengiva?,"<p class=""text"">
<strong>RESPOSTA:</strong>
</p>",
Moro se reúne com Bivar e PSL após críticas de Bolsonaro,"<p class=""text"">
	No mesmo dia em que o presidente <strong>Jair Bolsonaro</strong> disse que o deputado <strong>Luciano Bivar</strong> (PE), presidente do PSL, está ""queimado para caramba"", o ministro da Justiça, <strong>Sérgio Moro</strong>, jantou com ele e com parlamentares do partido em um restaurante de Brasília. A justificativa foi a de que era preciso discutir o pacote anticrime, em tramitação na Câmara.
</p>",
"Em SP, dirigentes do PSL vão à Justiça contra Eduardo Bolsonaro","<p class=""text"">
	A indicação de que o presidente <strong>Jair Bolsonaro</strong> pode deixar o <strong>PSL </strong>coincide com a resistência que seu grupo político tem enfrentado para controlar o partido nos Estados. Em São Paulo, dirigentes regionais foram à Justiça para tentar reverter atos baixados pelo deputado <strong>Eduardo Bolsonaro</strong>, que assumiu o comando estadual da sigla em junho passado. No Rio, o senador <strong>Flávio Bolsonaro </strong>teve de voltar atrás na decisão de expulsar os filiados que mantêm no governo de Wilson Witzel (PSC) - que tem feito críticas ao governo federal.
</p>",
Casa Branca diz que não vai colaborar com inquérito de impeachment,"<p class=""text"">
	A <strong>Casa Branca </strong>informou nesta terça-feira que não pretende cooperar com o inquérito de <strong>impeachment </strong>que pesa contra o presidente <strong>Donald Trump</strong>, classificando a apuração como ""sem base"", ""inconstitucional"" e ""ilegítima"". A afirmação foi feita em um comunicado oficial de oito páginas enviada à presidente da Câmara dos Representantes, a democrata Nancy Pelosi.
</p>",
A disputa de poder que pode levar à saída de Bolsonaro do PSL,"<p class=""text"">
	O presidente Jair Bolsonaro (PSL) tornou pública nesta terça-feira (08) uma crise com o comando do partido pelo qual se elegeu no ano passado. Ele também está mal com o presidente nacional da legenda, o deputado federal Luciano Bivar (PE).
</p>",
Porta-voz: Bolsonaro não vai comentar possível saída do PSL,"<p class=""text"">
	O presidente<strong> Jair Bolsonaro</strong> vai se manifestar sobre uma eventual troca de partido quando achar conveniente, disse nesta terça-feira o porta-voz da Presidência, <strong>Otávio Rêgo Barros</strong>, horas depois de Bolsonaro dizer a um apoiador que esquecesse o <strong>PSL</strong>, sua sigla atual, e afirmar que o presidente da legenda, deputado federal<strong> Luciano Bivar</strong> (PE), está ""queimado"".
</p>",
Morre mais uma vítima do incêndio no Hospital Badim,"<p class=""text"">
	Morreu nesta terça-feira, no Hospital Quinta d'Or, mais uma vítima do incêndio ocorrido no <strong>Hospital Badim</strong>, no dia 12 de setembro passado, no <strong>Rio de Janeiro</strong>. O paciente, de 77 anos, estava internado desde o dia do incêndio, quando foi transferido às pressas para outra unidade de saúde. Com este, sobe para 18 o número de mortos no <strong>incêndio</strong>.
</p>",
Países latino-americanos denunciam ação de Maduro no Equador,"<p class=""text"">
	Sete países latino-americanos anunciaram nesta terça-feira, 8, seu ""firme apoio"" ao presidente equatoriano, <strong>Lenín Moreno</strong>, e rejeitaram ""toda ação"" do presidente venezuelano, <strong>Nicolás Maduro</strong>, e seus aliados para desestabilizar o <strong>Equador</strong>, que enfrenta grandes protestos em meio a altas nos preços do combustível.
</p>",
'Seria uma grande burrice atropelar processo de licenciamento',"<p class=""text"">
	O ministro da Infraestrutura, <strong>Tarcísio Gomes de Freitas</strong>, apoiou nesta terça-feira, 8, o projeto da nova <strong>Lei Geral do Licenciamento Ambiental</strong> que tramita na Câmara e disse que o setor depende do aprimoramento das regras ambientais para destravar empreendimentos no País.
</p>",
Investigações identificam óleo venezuelano em praias do NE,"<p class=""text"">
	Investigações sigilosas realizadas pela Marinha e Petrobrás encontraram petróleo com a mesma ""assinatura"" do óleo da Venezuela em manchas que se espalham pelo mar na região Nordeste. O poluente já foi identificado em mais de 130 pontos no litoral dos oito Estados da região. Nesta terça-feira, 8, o presidente Jair Bolsonaro disse não descartar que tenha sido uma ação criminosa, mas ponderou que a apuração sobre o caso ainda está em curso.
</p>",
,,
,,
Governadores não entram em acordo por cessão onerosa,"<p class=""text"">
	Governadores de <strong>Estados exportadores</strong>, sobretudo das regiões Sul, Sudeste e Centro-Oeste, querem uma fatia maior dos recursos do <strong>megaleilão do petróleo</strong>, marcado para novembro. O impasse atrasou a conclusão da reforma da Previdência no Senado.
</p>",
Fã pede para Andreia não mudar o sorriso e atriz responde,"<p class=""text"">
	Andréia Horta recebeu um pedido pra lá de inusitado este mês: ""não mude seu sorriso gengival"" era basicamente o que pedia o tweet. A fã foi um pouco mais completa na verdade. Pediu para que ela não vá atrás dos dentistas das celebridades e utilize procedimentos como botox ou facetas, e ainda elogiou: ""Você tem o sorriso mais maravilhoso que já vi"".
</p>",
"Presidente da UDN deixa ""portas abertas"" à família Bolsonaro","<p class=""text"">
	Fundador e presidente da UDN - partido que está em fase final de criação no Tribunal Superior Eleitoral (TSE) -, o ativista Marcus Alves disse nesta terça-feira, 8, ao <em>Estado</em><strong> </strong>que a sigla deve ser homologada em meados de novembro.
</p>",
Igreja se oporá a planos de Bolsonaro no Sínodo da Amazônia,"<p class=""text"">
	O rangido dos motores de duas balsas cargueiras ecoava num início de noite sem chuvas na <strong>orla de Icoaraci</strong>, um distrito bucólico de Belém do Pará, onde as ruas ostentam o nome de travessas. Lado a lado, as embarcações cortavam as águas barrentas e turvas da <strong>Baía do Guajará</strong> carregadas com centenas de toras de madeira empilhadas. Bem em frente, estavam reunidos 56 bispos católicos que pretendem denunciar, no Vaticano, os efeitos negativos do extrativismo. Mas o que consideram um problema passa sem ser notado. São 18h30. Com a inseparável cruz peitoral, eles celebravam a missa da última reunião no País antes do Sínodo da Amazônia, um encontro mundial de bispos convocado pelo papa Francisco.
</p>",
,,
Petrobras recolheu 'óleo misterioso' no Nordeste há um mês,"<p class=""text"">
	A <strong>Petrobras</strong> recolheu 133 toneladas em resíduos oleosos de origem misteriosa que atingem as praias do <strong>Nordeste</strong> há mais de um mês, afirmou nesta terça-feira (8) o presidente da petroleira estatal, <strong>Roberto Castello Branco</strong>, que qualificou como ""estranho"" o surgimento das manchas no litoral.
</p>",
"Bolsonaro a apoiador: ""Esquece o PSL; Bivar está queimado""","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> deu indícios nesta terça-feira, 8, de que pode deixar o <strong>PSL</strong>, sigla pela qual se elegeu no ano passado. Ao ser abordado por um apoiador na porta do Palácio da Alvorada, em Brasília, pediu a ele que ""esquecesse"" o partido e afirmou que o presidente da legenda, o deputado <strong>Luciano Bivar</strong> (PE), ""está queimado para caramba"".
</p>",
"Não assinaremos acordo do Mercosul, diz ministra da França","<p class=""text"">
	A <strong>França</strong> não assinará o acordo <strong>UE-Mercosul</strong> sobre questões agrícolas alcançado pela <strong>União Europeia</strong> e os países do <strong>Mercosul</strong> nas condições atuais, afirmou nesta terça-feira (8) a ministra francesa do Meio Ambiente, <strong>Elisabeth Borne</strong>. O bloco sul-americano é composto por Brasil, Argentina, Uruguai e Paraguai.
</p>",
Congresso prepara ataque para ampliar emendas obrigatórias,"<p class=""text"">
	O Congresso preparou uma manobra que pode dobrar o valor dos recursos do Orçamento decidido pelos parlamentares cujo pagamento é obrigatório. O relatório da Lei de Diretrizes Orçamentárias (LDO), a ser votado por deputados e senadores nesta terça-feira (8) traz uma brecha para que as emendas indicadas por comissões da Câmara e do Senado e pelo relator do Orçamento sejam impositivas, ou seja, com execução obrigatória. Hoje, somente as emendas indicadas individualmente pelos congressistas e pelas bancadas estaduais têm essa exigência.
</p>",
"""Parece ter sido criminoso"", diz Bolsonaro sobre óleo no NE","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> afirmou nesta terça-feira (8) que o petróleo que atingiu praias do Nordeste parece ter sido despejado criminosamente na região, uma vez que se fosse resultado de vazamento de um navio afundado o fluxo seria constante.
</p>",
Crise no Incra opõe aliado de Bolsonaro a militares,"<p class=""text"">
	A demissão do presidente do Instituto Nacional de Colonização e Reforma Agrária (Incra), general <strong>João Carlos Jesus Corrêa</strong>, expôs a crise entre o secretário especial de Assuntos Fundiários, Nabhan Garcia, a ala militar do governo e o próprio Ministério da Agricultura. A queda de Corrêa, depois de oito meses no cargo, foi atribuída a Nabhan e teria passado sem grandes traumas se o general não tivesse saído dizendo que se tornara uma ""pedra no sapato"" por contrariar interesses e até mesmo por atacar ""verdadeiras organizações criminosas"".
</p>",
Receita libera consulta ao quinto lote de restituição do IR,"<p class=""text"">
	Já está disponível desde às 9h desta terça-feira (8) a <a href=""http://servicos.receita.fazenda.gov.br/Servicos/ConsRest/Atual.app/paginas/mobile/restituicaoMobi.asp"">consulta do quinto lote de restituição do <strong>Imposto de Renda Pessoa Física (IRPF) 2019</strong></a>. O lote de restituição inclui também restituições residuais dos exercícios de 2008 a 2018.
</p>",
Nobel de Física vai para pesquisas que explicam Universo,"<p class=""text"">
	Os pesquisadores <strong>James Peebles</strong>, dos Estados Unidos, <strong>Michel Mayor</strong> e <strong>Didier Queloz</strong>, ambos da Suíça, foram laureados nesta terça-feira (8) com o Prêmio Nobel de Física 2019 por suas contribuições para o entendimento da evolução do Universo e do lugar que a Terra ocupa no Cosmos.
</p>",
Gilmar diz que Lula não tem direito de recusar semiaberto,"<p class=""text"">
	O ministro do Supremo Tribunal Federal (STF) Gilmar Mendes voltou a criticar a Operação Lava Jato e defendeu um combate à corrupção ""sem personalismo"" no País. Em entrevista nesta segunda-feira, 7, a jornalistas no programa Roda Viva, da <em>TV Cultura</em>, Gilmar disse que os membros da operação usaram a opinião pública para criticar decisões do Supremo que foram de encontro aos interesses de procuradores e apontou ""abusos"" da força-tarefa. Ele afirmou ainda que o ex-presidente Luiz Inácio Lula da Silva não tem o direito de recurar o regime semiaberto.
</p>",
A conexão rolou solta no Rock in Rio 2019,"<p class=""text"">
	Pela segunda vez, Colgate Plax foi o enxaguante bucal oficial do Rock in Rio e em 2019 a marca divultou uma super novidade: o Ice Fusion. A música é a melhor ferramente pra promover fusões e conexões, como os shows do Palco Sunset, e incentivando as conexões que mais de 180 mil amostras de 60ml foram distribuídas nos 7 dias de evento.
</p>",
Janot lança livro em noite de autógrafos esvaziada,"<p class=""text"">
	O ex-procurador-geral da República Rodrigo Janot autografou nesta segunda-feira, 7, em São Paulo, seu livro <em>Nada Menos Que Tudo </em>e se recusou a comentar a polêmica declaração de que, em maio de 2017, foi armado ao Supremo Tribunal Federal com a intenção de matar o ministro Gilmar Mendes. ""Hoje é o dia do livro, o dia da palavra escrita"", disse.
</p>",
Manifestantes bloqueiam ruas contra mudanças climáticas,"<p class=""text"">
	Milhares de manifestantes foram às ruas em cidades ao redor do mundo nesta segunda-feira,7, iniciando duas semanas de desobediência civil pacífica para exigir ações imediatas para reduzir as emissões de carbono e evitar um desastre ecológico.
</p>",
MEC lançará programa técnico e promete aumentar vagas em 80%,"<p class=""text"">
	O ministro<strong> Abraham Weintraub</strong> anunciou o lançamento de um novo programa para ampliar as matrículas no ensino técnico. A nova ação foi batizada de 'Novos Caminhos'. Promessa de campanha do presidente <strong>Jair Bolsonaro</strong>, a expansão da modalidade ficou estagnada neste ano e sofreu com o congelamento de recursos do Ministério da Educação.
</p>",
Homossexuais morrem de Aids na África por leis homofóbicas,"<p class=""text"">
	Milhares de homens homossexuais na África provavelmente estão morrendo de doenças relacionadas ao HIV todos os anos devido a leis homofóbicas que abafam suas chances de serem testados e tratados, disseram pesquisadores de um estudo publicado nesta segunda-feira na revista The Lancet HIV.
</p>",
Eduardo circula com lobista que confessou ilicitude nos EUA,"<p class=""text"">
	Em ao menos duas visitas do deputado<strong> Eduardo Bolsonaro</strong> (PSL-SP) a Washington desde a eleição presidencial de seu pai, <strong>Jair Bolsonaro</strong>, em outubro de 2018, o parlamentar esteve acompanhado em agendas de trabalho pelo lobista Jerry Pierce-Santos. Presidente da empresa de consultoria The Interamerica Group (TIG), Pierce articulou um jantar com empresários para recepcionar Eduardo em novembro e acompanhou o deputado em viagens a Miami e Nova York.
</p>",
,,
Três causas frequentes para dor de dente,"<p class=""text"">
	A prevenção é sempre o melhor e maior remédio para evitar problemas com sua saúde bucal, porém nem sempre conseguimos viver imunes a uma dor de dente. E não existe um momento bom para isso, por mais que o incômodo geralmente ocorre nas horas mais inoportunas, como uma viagem ou antes de uma reunião importante. Listamos agora as três maiores causas de dor de dente:
</p>",
Nasa agenda primeira caminhada espacial só com mulheres,"<p class=""text"">
	A <strong>Nasa</strong>, agência espacial estadunidense, agendou a primeira viagem ao espaço com uma equipe formada apenas por mulheres. A missão faz parte de uma série de cinco caminhadas espaciais anunciadas na última sexta-feira, 4, com o objetivo de trocar baterias de uma estação espacial. As astronautas Christina Koch e Jessica Meir, ambas nascidas nos Estados Unidos, viajam em 21 de outubro.
</p>",
Porsche Boxster GTS eleva o conceito de conversível,,
Fantoche de Greta Thunberg é 'enforcado' em viaduto de Roma,"<p class=""text"">
	Um fantoche representando a ativista ambiental sueca Greta Thunberg, 16 anos, apareceu pendurado em um viaduto na periferia de Roma, capital da Itália, na manhã desta segunda-feira (7).
</p>",
Melhores sorrisos do segundo final de semana do Rock in Rio,"<p class=""text"">Brasil registra 751 mortes por coronavírus em 24h</p>",
"Bolsonaro volta a atacar imprensa e diz: ""Tenho couro duro""","<p class=""text"">
	O presidente Jair Bolsonaro voltou a negar nesta segunda-feira ter qualquer ligação com as suspeitas de candidaturas-laranjas de seu partido, o PSL, em Minas Gerais, e acusou a imprensa de querer derrubá-lo com mentiras e distorções.
</p>",
Socialistas vencem eleições em Portugal,"<p class=""text"">
	Os eleitores portugueses desafiaram neste domingo a tendência europeia e voltaram a eleger uma legenda de esquerda para governar o país. O <strong>Partido Socialista</strong>, do primeiro-ministro <strong>António Costa</strong>, venceu novamente as eleições gerais, segundo mostram os primeiros resultados.
</p>",
Seis elefantes morrem ao tentar salvar filhote em cachoeira na Tailândia,"<p class=""text"">
	Seis elefantes morreram na Tailândia ao tentarem salvar um deles em uma famosa cachoeira no país.
</p>",
"Mamãe Falei, um palavroso youtuber no figurino de deputado","<p class=""text"">
	Cuidado, leitor, que o deputado estadual Arthur Moledo do Val, do Democratas, mais conhecido como Arthur <strong>Mamãe Falei</strong>, vai abrir a boca. Ele tem 33 anos, é solteiro, e foi o segundo mais votado na eleição do ano passado, com 478.280 votos. Teve as contas da campanha definitivamente desaprovadas, por irregulares, pelo Tribunal Superior Eleitoral. E mantém a língua mais irresponsavelmente ferina entre os jovens políticos da nova safra. Qual deles diria, por exemplo, tirem as crianças da sala, que ""ministro do STF é um bando de filho da puta comedor de lagosta?"". Pois o deputado não só o disse - está em seu canal do YouTube, o ""Mamãe Falei"", com 2,58 milhões de inscritos, 831 vídeos e 308 milhões de visualizações -, como o repetiu, tal e qual, para o gravador do <strong>Estado</strong>, durante entrevista em seu gabinete na tarde da última quarta-feira.
</p>",
Maia e Bolsonaro discutem partilha de megaleilão do pré-sal,"<p class=""text"">
	Em um encontro fora da agenda, o presidente <strong>Jair Bolsonaro</strong> recebeu o presidente da Câmara, <strong>Rodrigo Maia</strong> (DEM-RJ), na manhã deste domingo no Palácio da Alvorada. De acordo com Maia, o encontro serviu para tratar da pauta da Câmara como o novo texto para a ""regra de ouro"" e para tratar da discussão da partilha dos recursos do megaleilão do pré-sal.
</p>",
"Fogo na Amazônia foi ateado por interesses que destroem, diz papa","<p class=""text"">
	O <strong>papa Francisco</strong> abriu neste domingo a reunião no Vaticano em que bispos e outros convidados dos nove países da <strong>Amazônia </strong>debaterão, durante três semanas, a situação ambiental e dos povos indígenas na região, bem como temas da <strong>Igreja Católica</strong> pertinentes à área.
</p>",
Prêmio Nobel de Medicina: pesquisa que mostra como células 'sentem' nível de oxigênio é premiada,"<p class=""text"">
	Três cientistas que descobriram como as células ""sentem"" e se adaptam a níveis de oxigênio disponíveis ganharam o prêmio Nobel de Medicina de 2019.
</p>",
Briga entre camelôs termina com seis baleados em SP,"<p class=""text"">
	SÃO PAULO - Seis pessoas foram <strong>baleadas</strong> em uma briga entre camelôs na manhã deste domingo, 6, na Praça São Vito, na região central de São Paulo. Segundo a Polícia Militar, o homem efetuou vários disparos no local. O estado de saúde das vítimas não foi divulgado.
</p>",
Sergipe declara situação de emergência por óleo nas praias,"<p class=""text"">
	O governo de <strong>Sergipe </strong>decretou situação de emergência devido ao aumento de danos ambientais causados pelo <strong>óleo </strong>de origem desconhecida que vem tomando as praias do Nordeste do País desde setembro. Um gabinete de crise foi criado no Estado para acompanhar o caso e, na segunda-feira, 7, o ministro do meio-ambiente, Ricardo Salles, é esperado para um voo sobre os locais atingidos.
</p>",
,"<p class=""text"">
	Ninguém acertou as seis dezenas do <strong>concurso 2195 </strong>da <strong>Mega-Sena</strong>, na noite deste sábado, na cidade de <strong>São Paulo</strong>. O prêmio, que seria de <strong>R$ 18 milhões</strong>, acumulou para <strong>R$ 25 milhões</strong>. O próximo concurso será realizado na quarta-feira, dia 9.
</p>",
Doações de empresários engordam caixa de partidos,"<p class=""text"">
	BRASÍLIA - Mesmo em tempos de rejeição e descrédito, partidos políticos ampliaram a receita com doações destinadas a patrocinar suas atividades. Somente no ano passado, grandes empresários e outros doadores deram R$ 106 milhões para as 35 siglas registradas no País, uma quantia 19% superior aos R$ 89 milhões recebidos em 2017. O dinheiro não foi destinado diretamente a campanhas eleitorais, mas, sim, ao caixa das legendas - que receberam, ainda, R$ 889 milhões do Fundo Partidário. Na lista dos ""mecenas"" estão famílias que controlam grandes grupos empresariais.
</p>",
"'Economia é 100% com Guedes e não tem plano B', diz Bolsonaro","<p class=""text"">
	Diante das cobranças por resultados na economia, até mesmo de dentro do governo, o presidente <strong>Jair Bolsonaro</strong> reforçou seu apoio ao ministro <strong>Paulo Guedes</strong>. Em entrevista ao <strong>Estadão</strong>, o presidente disse não ter plano B para a economia e afirmou que Guedes continua sendo o ""posto Ipiranga"" nessa área. ""A economia é 100% com o Guedes"", afirmou. Bolsonaro recebeu o <strong>Estadão</strong> em seu gabinete no Palácio do Planalto na última sexta-feira. Bem-humorado, disse que sua meta é concluir obras inacabadas deixadas por seus antecessores, mesmo que tenha de dividir o mérito com eles. Admitiu ter insônia e viver nas redes sociais e revelou ainda planos de comprar uma moto para passear disfarçado nas ruas de Brasília. Leia os principais trechos.
</p>",
Bolsonaro não questionará vetos à lei de abuso de autoridade,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> afirmou neste sábado que fará questionamentos ao <strong>Supremo Tribunal Federal </strong>em relação aos vetos na lei que tipifica os crimes de <strong>abuso de autoridade</strong>. Em setembro, o <strong>Congresso Nacional</strong> derrubou 18 vetos referentes à lei.
</p>",
"Bolsonaro não comenta situação de ministro: ""Estou de cabeça quente""","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> não quis responder nesta sexta-feira, 4, se manterá no cargo o ministro do Turismo, <strong>Marcelo Álvaro Antônio</strong>, denunciado pela Procuradoria Eleitoral em Minas no caso das candidaturas laranjas do PSL.
</p>",
Criação de estatal opõe Defesa à equipe econômica,"<p class=""text"">
<strong>BRASÍLIA - </strong>Na contramão da estratégia da equipe econômica de reduzir o tamanho do Estado e acabar com as estatais, o governo assistiu a um movimento da Câmara e do Senado que pode resultar no nascimento da primeira empresa pública do governo Jair Bolsonaro: a NAV Brasil Serviços de Navegação Aérea. A iniciativa é defendida pelo Ministério da Defesa. Foi a primeira estatal criada pela União desde 2013, quando a presidente Dilma Rousseff criou a Agência Brasileira Gestora de Fundos Garantidores e Garantias (ABGF).
</p>",
Irã solta casal australiano preso por suposta espionagem,"<p class=""text"">
	Um casal australiano que passou mais de três meses em uma prisão em Teerã foi libertado, disse o ministro das Relações Exteriores da Austrália neste sábado, e uma agência de notícias iraniana informou mais tarde que um estudante iraniano foi libertado da detenção na Austrália.
</p>",
"'Se eu quisesse ser presidente, teria sido no lugar do Michel'","<p class=""text"" dir=""ltr"">
	O presidente da Câmara dos Deputados, <strong>Rodrigo Maia</strong> (DEM), disse neste sábado, 5, que, se quisesse ser presidente por vias indiretas, teria sido no lugar do ex-presidente <strong>Michel Teme</strong>r. A fala foi dita no contexto em que Maia negava que era uma espécie de primeiro-ministro do governo do presidente <strong>Jair Bolsonaro</strong>. O democrata disse ainda que o mandatário não gosta dessa metáfora.
</p>",
Bolsonaro volta a criticar Luciano Huck por compra de jato,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> voltou a criticar o apresentador <strong>Luciano Huck</strong> por uso dos recursos do <strong>Banco Nacional de Desenvolvimento Econômico e Social</strong> (BNDES) para a compra de um <strong>jato particular</strong>.
</p>",
"Quadro de Banksy é vendido por R$ 49,3 milhões em leilão","<p class=""text"">
	Um quadro de <strong>Banksy </strong>atingiu o maior valor já obtido por um trabalho do artista britânico, em um leilão na Sotheby's, em <strong>Londres</strong>, nesta quinta-feira: 9.9 milhões de libras (equivalente a cerca de 49,3 milhões de reais).
</p>",
Justin Bieber recebe críticas por comprar gatos de R$ 80 mil,"<p class=""text"">
<strong>Justin Bieber </strong>está envolvido em uma nova polêmica. A Peta, uma conhecida organização de defesa dos animais, chamou a atenção do cantor porque ele comprou dois gatinhos exóticos que valem dezenas de milhares de dólares. O artista foi criticado por, segundo a ONG, perder a chance de dar um bom exemplo para os fãs e as pessoas que o acompanham nas redes sociais.
</p>",
Salles coloca produtor rural no Ministério do Meio Ambiente,"<p class=""text"">
	O ministro do <strong>Meio Ambiente</strong>, <strong>Ricardo Salles</strong>, nomeou o produtor rural <strong>Antonio Carlos Tinoco Cabral</strong> para ocupar o cargo comissionado de assessor técnico na Secretaria Executiva de seu gabinete.
</p>",
Twitter vai eleger o tuíte mais engraçado do Brasil,"<p class=""text"">
	O <strong>Twitter </strong>vai eleger o tuíte mais engraçado de todo o Brasil por meio da campanha #RindoAltoNoTwitter, lançada nesta sexta-feira, 4, <strong>Dia Mundial do Sorriso</strong>. Pelos próximos dias, os usuários da rede social poderão indicar seus tuítes preferidos e não há limite para sugestões.
</p>",
Príncipe Harry vai processar donos de jornais por invasão,"<p class=""text"">
	O <strong>príncipe britânico Harry</strong> processará os proprietários do jornal <strong>The Sun</strong>, de Rupert Murdoch, e do <strong>Daily Mirror</strong> devido a alegações de invasão de telefone, em uma escalada na guerra do duque e da duquesa de Sussex com a imprensa.
</p>",
,,
Doria adere ao programa de escolas cívico-militares de Bolsonaro,"<p class=""text"">
	O governador de São Paulo, <strong>João Doria</strong> (PSDB), confirmou nesta sexta-feira, 4, pelo Twitter, a adesão do Estado ao <strong>Programa Nacional das Escolas Cívico-Militares</strong>, proposto pela gestão <strong>Jair Bolsonaro</strong>. Segundo Doria, o Ministério da Educação (MEC) prestou esclarecimentos sobre o projeto.
</p>",
Não beber água pode desgastar seu dente,"<p class=""text"">
	Beber água é fundamental para ter uma boca equilibrada e pronta para combater os bichinhos que estão nela. O líquido ajuda na produção de saliva que tem entre suas funções o papel de neutralizar os ácidos que atacam os dentes, deixando-os mais sensíveis e desgastados.
</p>",
