title,subtitle,,
"Top 5 NBB: passe sem olhar, toco à la Michael Jordan e Larry Taylor inspirado ","Tabelinha do Pinheiros encabeça a lista das melhores jogadas, que teve ainda as presenças de Nezinho, do americano da seleção brasileira e dos pivôs Feliz e Kurtz ",,
Ciclista belga é acusada de competir com motor escondido em bicicleta,"""Doping mecânico"" é achado no equipamento de Femke van den Driessche, de 19 anos, no Campeonato Mundial sub-23. Atleta nega fraude e alega troca no transporte  ",,
"Ex-campeão do UFC, Ben Henderson anuncia transferência para o Bellator","Em comunicado no seu site oficial, americano revela que deixará a maior organização de MMA do mundo para assinar com principal concorrente: ""Estou mais que animado""",,
Italiano relembra cabeçada em ave em pintura de capacete na MotoGP,"Em homenagem curiosa, Iannone estampou desenho de gaivota que acertou durante corrida: ""Dedicado à minha amiga, 'A gaivota australiana'. Sempre em meu coração""",,
Guardiola terá mais de R$ 800 milhões para gastar com reforços no City,"De acordo com a imprensa inglesa, técnico espanhol receberá R$ 87 milhões por ano",,
Coritiba mira jogador do Boca Juniors e negocia com algoz do Atlético-PR,"Time argentino e Coxa já teriam acerto para contar com meia Luciano Acosta, de 21 anos. Atacante Jorge Ortega, do Sportivo Luqueño, abriu negociações com o clube",,
Ao vivo: confira as partidas que terão transmissão nesse meio de semana,Destaque para os jogos válidos pelos campeonatos estaduais e Taça Libertadores ,,
"Com forte apoio, candidato Infantino divulga ""plano emergencial"" para Fifa","Fabio Capello, Roberto Carlos, Jose Mourinho e outras personalidades participam de evento ao lado do secretário geral da Uefa, em Wembley",,
Itaporã desiste do Estadual, atletas e comissão técnica migram para o Misto,Presidente Tony Montalvão alega falta de patrocinadores para manter as despesas com elenco e comissão técnica como motivo para abandonar clube,
"Após fogo em ginásio, São Caetano vence Bauru de virada pela Superliga","Partida no ginásio Lauro Gomes, em São Caetano do Sul, fica paralisada por por meia hora após foco de incêndio. Depois, anfitriãs fazem 3 sets a 2 em duelo direto por G-8",,
"Klopp, sobre Guardiola: ""Acredito que vai querer ganhar tudo na Inglaterra"" ","Em relação a contratações, técnico do Liverpool diz que não haverá nenhuma até o final da atual janela, afastando a possibilidade de Alex Teixeira ir para os Reds",,
"Valencia acerta o empréstimo do atacante Cheryshev, do Real  Madrid",Russo foi pivô de polêmica que acabou com a eliminação madrilenha na Copa do Rei,,
Técnico da Argentina afirma que Messi está fora das Olimpíadas do Rio,Gerardo Martino diz que calendário extenso de partidas e competições em 2016 é o principal motivo para não chamar o jogador para o torneio,,
Menino que usa camisa plástica de Messi poderá encontrar o argentino,Porta-voz da Federação Afegã teria recebido email do craque confirmando o encontro,,
Zagueiro Balbuena aguarda resposta do Corinthians até terça-feira,"Após varrer o mercado em busca de opções, diretoria do Timão discute a contratação do defensor do Libertad e avalia outros dois nomes. Tite quer repor a saída de Gil",,
"Após marcarem no Espanhol, Messi e Cristiano ultrapassam mil gols juntos","Com média de quase um gol por jogo na temporada, craques de Barcelona e Real Madrid levam oito partidas para conseguirem superar os cinco gols que faltavam",,
"Com cinco vitórias desde setembro, Eduardo Baptista sofre pressão no Flu","Técnico acumula 11 derrotas em 20 jogos, mas tendência é pela continuidade: ''Não tenho tempo para pensar no que esta pressão pode causar a mim'', diz Eduardo",,
São Paulo agenda exames de Kelvin para fechar empréstimo do atacante,Jogador tem testes médicos programados para esta segunda-feira e é aguardado no clube nesta semana para selar acerto, clube quer acordo de graça por um ano,
São Paulo anuncia lista de 25 inscritos para primeira fase da Libertadores,"Com reforços, Caramelo no lugar de Auro e Daniel com a camisa 8, Tricolor divulga relação para os jogos contra o Cesar Vallejo; se avançar, cinco atletas podem entrar",,
Daniel Carvalho volta a provocar Robston após vitória sobre o Vila,"Ao lado de Liniker e Patrick, meia do Goiás posta foto em rede social e alfineta declaração dada pelo adversário antes do clássico: ""Hj tive olho no sangue""",,
"Nos acréscimos, Bayern anuncia zagueiro para cobrir lesão de Boateng","Serdar Tasci chega por empréstimo até junho com opção de compra fixada em € 10 milhões. Aos 28 anos, tem passagem pela seleção alemã e estava no Spartak Moscou",,
"Adryan aconselha campeões da Copinha: ""Faria tudo diferente""","Meia, emprestado ao Nantes pelo Flamengo, revela erros na transição da base para o time profissional e afirma que poderia ter cuidado melhor da própria carreira",,
Oficial: Sporting Lisboa anuncia contratação do atacante Barcos,Jogador deixa a China e acerta por uma temporada e meia com a equipe portuguesa,,
Empresa que participou da construção do Engenhão critica a interdição,"Segundo reportagem da Folha de São Paulo, laudo encomendado pela Racional Engenharia comprova que o teto do estádio não corria risco de desabar",,
"Malcom é apresentado no Bordeaux e explica visita ao Olympique: ""Turismo""",Ex-corintiano lembra viagem a Marselha em 2014 e diz estar feliz no novo clube,,
Janela de inverno ajuda e Inglaterra bate recorde: um bilhão de libras,Estudo aponta que clubes gastaram R$ 746 milhões neste período de transferências,,
"Romero pede almoço especial após gol e avisa: ""Só quero jogar aqui""","Atacante comemora presença da mãe em SP e pede uma milanesa após gol sobre o XV. Com propostas recentes, ele diz querer se tornar importante no Corinthians",,
"Calleri recebeu o ""aval"" de Tevez antes de acertar com o São Paulo","Ídolo do Boca Juniors e do Corinthians, compatriota do novo atacante do Tricolor fez recomendações positivas sobre o clube. Reforço vai homenagear ex-time em camisa",,
"Gandula expulso de jogo do Palmeiras ironizou árbitro: ""Apita aí, eu apito aqui""","Episódio ocorreu no segundo tempo, pouco depois do primeiro gol do Palmeiras na vitória por 2 a 0 sobre o Botafogo, em Ribeirão Preto, no último domingo",,
Santos vende joia das categorias de base para o Atlético de Madrid,"Em fim de contrato, meia Caio foi negociado ao clube espanhol e deve assinar contrato de quatro anos. Peixe fica com 5% de uma futura negociação",,
Fla confirma empréstimo de Jonas para a Ponte Preta até o fim de 2016,"Sem espaço no time de Muricy Ramalho, volante tem transferência confirmada pelo Rubro-Negro",,
"Pellegrini anuncia saída no meio do ano, e City confirma Pep Guardiola","Atual técnico do Manchester City afirma em coletiva que deixa o clube após esta temporada, e Citizens anunciam contratação do treinador do Bayern de Munique",,
Técnico Milton Mendes é enterrado vivo em hora de relaxamento no Japão,Fisiologista Belmar Ramos Júnior e auxiliar Edinelson também fazem o tratamento,,
"Jogadores protagonizam pancadaria,","Em clássico de La Plata, Estudiantes vencia o Gimnasia por 1 a 0 quando, após uma falta forte Santiago Ascacibar, atletas trocaram socos e pontapés dentro de campo",,
"R. Oliveira chama responsabilidade e acha injusto ""criticar um ou outro""","Atacante do Santos assume futebol abaixo do esperado contra o São Bernardo na estreia do Campeonato Paulista, mas pede paciência à torcida",,
"Estreia do Cruzeiro tem descontrole, indecisão, traves e dois reinícios","Raposa manda duas bolas na trave de Follmann, mas não consegue furar a defesa da URT e apenas empata sem gol, na estreia do Campeonato Mineiro 2016;",,
Policial que vazou passaporte de Messi é condenado a um mês de prisão,Oficial de Dubai assume culpa por ter postado imagem do documento do argentino nas redes sociais e diz que fez isso após ter tentado tirar foto com craque do Barça,,
XV de Piracicaba confirma a morte cerebral do lateral-direito Canavarros,"Atleta tinha 21 anos e morre depois de permanecer uma semana internado na UTI (Unidade de Terapia Intensiva) do Emcor (Emergência do Coração), em Piracicaba",,
"Bigode à la Mano Brown dá sorte, e Luan busca novo ""reinado"" no Grêmio",Atacante marcou um gol e deu assistência na vitória por 3 a 1 sobre o Brasil-Pel,,
"Viradas, chutes decisivos e ""garantia"": o melhor Super Bowl a cada 10 anos","Na semana do Super Bowl 50, o GloboEsporte.com lista as melhores decisões ",,
"Análise: Tite mantém esquema, mas  ainda tenta adaptar novas funções","Corinthians insiste no 4-1-4-1 no início desta temporada, e técnico trabalha para que equipe se acerte com jogadores que cumprem papéis diferentes dos de 2015",,
Análise: Palmeiras compensa pouca criatividade com velocidade de sobra,"Primeiro gol poderia ter saído no minuto inicial, em contra-ataque; em lance muito parecido no segundo tempo, Dudu não desperdiçou e fechou o placar em 2 a 0",,
"Presidente garante estrutura para Adriano em Miami: ""Vai se encantar""","Roberto Sacca reconhece situação ruim em 2015, mas rebate declarações de Sergio Manoel e diz que clube jogará liga com nível alto de futebol nos Estados Unidos",,
"Baptista vê Flu ""muito ruim"" e não responsabiliza Henrique por derrota","Treinador afirma que primeiro tempo da equipe foi apático, observou leve melhora na etapa final, mas já volta as atenções para o jogo contra o Bonsucesso, na quarta",,
"À procura de reforços, Galo vai atrás de Nilmar e faz as contas por Robinho","Presidente do clube mineiro viaja a Dubai, nesta semana, para negociar com Al Nasr, atual clube do jogador; ex-santista é desejo difícil pelos valores salariais",,
"Elias não descarta deixar Corinthians: ""Objetivo é ficar até o meio do ano""",Volante está na mira de clubes chineses interessados em contratá-lo na segunda janela de transferências da temporada. Período começa em 21 de junho,,
Jogadores da segunda divisão grega protestam contra morte de refugiados ,"""Em memória de crianças que perdem as suas vidas todos os dias"", atletas de AEL Larissa e Acharnaikos ficaram dois minutos sentados no gramado após a bola rolar",,
Neymar e pai questionam denúncia,"Acusados de criarem empresas de fachada para abaterem imposto, pai e filho falam sobre denúncia do MP em entrevista para o Fantástico: ""A gente quer dar um basta""",,
"Trá, trá, trá: Hernane Brocador fala sobre gols e brinca com hit do carnaval","Atacante marca duas vezes e comemora dançando a coreografia da música ""Metralhadora"", interpretada pela banda Vingadora. Bahia venceu a Juazeirense",,
"Aguirre elogia o segundo tempo do Atlético-MG, mas avisa: ""Falta muito""","Treinador do Atlético-MG fica satisfeito com produção do time na vitória por 1 a 0, sobre o Uberlândia, e vê time no caminho certo para atingir o nível satisfatório",,
"Com dois gols de Osman, América-MG","Coelho ainda tem gol de Tony para começar o estadual com uma vitória de 3 a 0. Resultado deixa equipe da capital na liderança, enquanto Tupi-MG segura lanterna",,
"Timão nega cláusula ""anti-Inglaterra"" e diz que Pato não quis renovar acordo",Presidente Roberto de Andrade garante que jogador só não pode assinar pré-contrato com o Chelsea. Dirigente crê que conseguirá vender o atacante no meio do ano,,
Tite evita dar prazo para remontagem do Corinthians e pede compreensão,"Técnico, que diz ter percebido irritação da torcida em jogo contra o XV de Piracicaba na estreia do Paulista, quer apoio das arquibancadas durante reconstrução da equipe",,
"Frustrado, Deivid pede Cruzeiro mais ",Treinador diz que empate em casa com a URT não estava nos planos para a estreia pelo Campeonato Mineiro,,
"Jogadores do XV apontam ""resultado injusto"" em derrota para o Corinthians","Nhô Quim estreia no Paulistão com revés de 1 a 0, em São Paulo, após gol marcado por Romero aos 46 minutos do segundo tempo. Equipe encara o Rio Claro, na quarta",,
"Após os dois gols, Riascos minimiza busca por atacante: ""Estou aqui""","Colombiano é um dos destaques do Vasco na estreia do Campeonato Carioca e se mostra confiante, mesmo sabendo que o clube ainda procura um home de frente",,
"Fred vê Flu desconcentrado e fala do soco em Léo: ""Muito envergonhado""","Atacante tricolor acredita que time cometeu muitos erros individuais contra o Voltaço e explica que agressão contra jogador do Furacão, na última quarta-feira, foi um revide",,
Jonas brilha em vitória do Benfica e esquenta briga pela Chuteira de Ouro,"Atacante brasileiro faz dois gols, fica apenas um atrás de Higuaín na Itália e, no duelo pela ponta do Campeonato Português, deixa o time de Rui Vitória na cola do Sporting",,
"Pipo Derani vence, e Rubinho fica em 2º nas 24 Horas de Daytona, nos EUA","Jovem de 22 anos alcança vitória histórica em estreia. Barrichello, Kanaan, Christian, Negri, Serra e Farfus também participam da principal prova de endurance americana",,
"Simpatia é quase amor! Multicampeão, fundista contagia pelo carisma no Rio","Em ação de patrocinadora, Haile Gebrselassie correu junto com cerca de 100 pessoas neste domingo sob forte calor e demonstrou bastante simpatia com os fãs brasileiros",,
"Luan sai com incômodo na coxa, mas tranquiliza: ""Preferi não forçar""",Atacante acredita que terá condições de estar em campo diante do Aimoré,,
FIA divulga os horários das provas ,GP do Brasil continua às 14h (de Brasília) e prova nos EUA precisa de confirmação,,
"Em preparação para as Eliminatórias, Brasil fura retranca e goleia o Paraguai",Seleção brasileira deslancha na segunda etapa e faz 5 a 0 sobre os paraguaios em amistoso de preparação para o torneio classificatório para o Mundial da Colômbia,,
"Na estreia do Sport no Estadual, Falcão, de novo, adota estilo ousado","Treinador apareceu de bermuda na área técnica, além de camisa toda estampada, para driblar forte calor do sertão pernambucano, no jogo contra o Salgueiro",,
Federação remarca jogo entre Inter e Ypiranga para o sábado de carnaval,"Decisão foi tomada no início da tarde deste domingo; partida será às 17h, no Beira-Rio",,
"Bicampeão olímpico, Torben Grael recebe troféu do Hall da Fama de Vela","Atual coordenador técnico da seleção brasileira, velejador havia sido indicado ao prêmio no fim do ano passado e, neste domingo, o recebeu em Miami, nos EUA",,
Terry deixará o Chelsea ao final da temporada após 21 anos no clube,"Zagueiro diz que diretoria não vai renovar o seu contrato e ele terá que encerrar a carreira para outro clube: ""Não será um final de conto de fadas""",,
"Monaco apresenta zagueiro Jemerson,","Jogador rende cerca de R$ 28 milhões ao Atlético-MG, em transação que totalizou 11 milhões de euros",,
"Após hexa, Djokovic agradece aos catadores de bolinha em Melbourne",Sérvio posta nas redes sociais uma homenagem aos garotos que o ajudaram até,,
"Giovanni Augusto posta foto com a camisa do Timão: ""Muitas conquistas""","Uniformizado, meia, que estava no Atlético-MG, comemora acerto e escreve mensagem para a torcida alvinegra: ""35 milhões de loucos""",,
Ex-atleta da NBA se irrita com lance e tenta agredir rival no basquete chinês,"Jason Maxiell deixa experiência de lado e parte para cima de rival após encontrão. Ele erra soco e inicia perseguição em quadra, mas é acalmado por outros atletas",,
Carioca lamenta saída de jogadores ,"Volante destaca passagem de Jemerson, que se transferiu para o Monaco, e faz questão de valorizar os zagueiros do elenco atleticano",,
Bauza quer levar Ganso para Seleção e torceu para tricolor na Libertadores-92,"Treinador argentino do São Paulo elogia Telê Santana, lembra quando jogou",,
Repetir Rolo Compressor e Falcão:,Colorado já obteve hexacampeonato estadual nas décadas de 1940 e 1970,,
Pietro Fittipaldi bate filho de projetista da RBR e conquista torneio na Índia,"Neto de bicampeão da Fórmula 1 derrota Harrison Newey, herdeiro do engenheiro Adrian Newey, da RBR, para garantir o caneco do MRF Challenge, em Chennai",,
"Favorito? Apesar de elenco elogiado, Marcelo Oliveira faz alerta no Verdão","Treinador reconhece que tem bons jogadores à disposição, mas lembra que Palmeiras não era favorito na Copa do Brasil e conquistou título ao derrotar o Santos",,
"Discreto na estreia, Paulinho ganha a confiança de Dorival: ""Será importante""","Atacante substituiu Geuvânio, negociado com o Tianjin Quanjian, da China, na estreia do Santos no Campeonato Paulista. Peixe empatou por 1 a 1 com o São Bernardo",,
"Ferrugens, placar retrô e pipa: à antiga, Edson Passos passa longe do desastre","Estrutura antiga do estádio do América-RJ gera situações curiosas, mas não fica abaixo de outros campos do Rio de Janeiro",,
Nem tão seguro assim: noite ruim de zagueiros impede vitória do São Paulo,"Defesa como um todo não deixou Denis levar sustos. Mas Breno teve atuação aquém do ideal, machucou-se e viu Lucão, seu substituto, cometer pênalti infantil",,
Pacotão do Bota: cartão de visita de Yaca, Jefferson e Eurico espectadores,"Meia argentino veste a 10, faz belo gol e cria boa expectativa nos alvinegros. Em dia de homenagem ao tetracampeonato carioca, goleiro pouco trabalha",
"Pacotão do Fla: golaço de Guerrero, caneta de Everton e vaias a Wallace","Flamengo tropeça na estreia do Campeonato Carioca e fica no empate em 1 a 1 com o Boavista. Peruano marca mais um, e capitão falha no gol do adversário",,
Bauza conta com Calleri para estreia do São Paulo na Taça Libertadores,"Inscrito no boletim informativo diário da CBF, reforço argentino vai viajar com grupo para o Peru, onde Tricolor enfrentará César Vallejo, mas não tem escalação garantida",,
Aline Silva revela ansiedade para Rio 2016 e diz que só treino a tranquiliza,"Única atleta do país já classificada para os Jogos, paulista descarta revanche com Adeline Gray no evento-teste e diz preferir vencer rival no Rio 2016. Veja a entrevista",,
"Os Professores: pressão, aproximação e velocidade são os princípios de Tite","Técnico do Corinthians é o primeiro entrevistado da série ""Os Professores"". Ele fala de sua trajetória,sobre seus conceitos táticos, seleção brasileira e futebol italiano ",,
"Com dois de Morata e um de Alex Sandro, Juventus goleia o Chievo","Atacante volta a balançar as redes, e clube de Turim emplaca 12ª vitória seguida no Campeonato Italiano ao superar adversário por 4 a 0, pressionando o líder Napoli",,
Rivais de Milão voltam a duelar em clássico com sinais de ressurgimento,"Apesar da falta de entusiasmo na cidade às vésperas do dérbi, pela primeira vez nos últimos cinco anos Internazionale e Milan estão vivos na disputa por um troféu",,
Bruno Soares é campeão em duplas mistas e faz a dobradinha na Austrália,"Após conquistar o título do Grand Slam nas duplas masculinas ao lado de Jamie Murray, brasileiro chega ao 2° troféu no torneio com a russa Elena Vesnina",,
"Silêncio, confiança, gols e reconquista da torcida: o Guerrero versão 2016","Atacante passa a arriscar chutes de longe, volta para buscar jogo e, com média de 0,75 gol por partida, está a um de igualar marca que registrou em 18 duelos em 2015",,
Clube de Adriano tem média salarial de R$ 2 mil e joga em parque público,Miami United manda seus jogos no Flamingo Park e vem de realidade onde mantinha quatro funcionários e time formado por amadores que trabalham fora do esporte,,
Jornal: Chelsea recusou proposta de R$ 192 mi do Atlético por Diego Costa,"Segundo o ""As"", diretoria colchonera cedeu aos pedidos e fez oferta pelo ex-jogador do clube, mas ouviu ""não"", na véspera do fechamento da janela de transferências",,
"Versão 2016, cara de 2015: atual campeão, Vasco encara o Madureira",Equipe cruzmaltina estreia no Carioca com nove titulares que terminaram a última temporada no clube e terá pela frente um dos pequenos que mais dá trabalho,,
Serena garante que vai ao Rio e cogita tentar o tetra das duplas com a irmã,"Dona de quatro medalhas de ouro em Olimpíadas, três delas ao lado de Venus, líder do ranking confirma presença nos Jogos: ""Se puder, vou jogar duplas com minha irmã""",,
Empresário vai se reunir com Vélez para definir ida de Romero ao Cruzeiro,Jogador participa de amistoso na Argentina e aguarda definição sobre transferência à Toca da Raposa, técnico do time argentino já pede reposição para volante,
"Remodelado, Corinthians estreia no Paulistão contra o XV de Piracicaba","Sem seis titulares campeões brasileiros, Timão começa 2016 cercado de dúvidas. Nhô Quim mira chegada à frase mata-mata da competição estadual",,
"Após vencer o ex-clube, Arda Turán ganha festa surpresa no vestiário","Atacante recebe bolo personalizado por seu aniversário de 29 anos, no dia em que reencontrou o Atlético de Madrid pela primeira vez",,
É hexa! Djokovic bate Murray e iguala recordista do Aberto da Austrália,"Número 1 do mundo, sérvio abre 2016 com o pé direito, alcançando marca de Roy Emerson, maior vencedor do Grand Slam australiano, disputado em Melbourne",,
Barcelona leva 94.990 torcedores ao Camp Nou e bate recorde de público,"Na vitória por 2 a 1 sobre o Atlético de Madri, clube catalão teve o maior número de presentes em seu estádio na temporada, superando amistoso contra o Roma",,
"Guerrero faz gol, Arão rege o Fla e Wallace falha em gol do Boavista",Leandrão usa sua principal característica para balançar a rede e fazer o Rubro-Negro tropeçar em estreia no Campeonato Carioca,,
Fisco x craques: entenda como os jogadores entram na mira da Justiça,"De Maradona e Zico a Messi e Neymar, ídolos precisam explicar contas nos tribunais",,
PC destaca imposição do Joinville em campo ruim e espera por evolução,"Técnico tricolor admite oscilação entre os tempos na vitória sobre o Guarani de Palhoça, mas ressalta entrega e chances criadas na partida e não concretizadas",,
"Análise: erros podem ser corrigidos, mas Santos precisa reforçar a defesa","Com a vantagem de ter mantido base, time sofre dificuldades comuns ao começo de temporada na partida contra o São Bernardo, ainda mais com a zaga desfigurada",,
"Com maior nota do dia, Pedro Barros  vai a mais uma final do Rio Bowl Jam","Vencedor da etapa carioca em 2014/15, catarinense dá show em Madureira e se classifica ao lado do campeão mundial Alex Sorgente. Bob Burnquist também avança",,
Bauza aprova organização tática e vê queda do São Paulo na etapa final,"Técnico elogia solidez defensiva do Tricolor, mas vê falta de contundência na definição das jogadas para vencer RB Brasil, no empate por 1 a 1 deste sábado",,
"São Paulo se aproxima de acerto com Kelvin, mas é pessimista por Buffarini ","Clube negocia empréstimo de um ano com atacante que defendeu o Palmeiras em 2015, mas dirigentes praticamente descartam a contratação do lateral argentino",,
Atuações do São Paulo: Ganso e Michel Bastos vão bem, Lucão falha,"Camisa 10 faz gol e mostra liderança falando muito em campo, enquanto meia dá assistência e leva perigo nas bolas paradas; zagueiro entra e comete pênalti decisivo",
"Muricy critica gramado, diz que jogo contra o Galo pesou, e isenta Wallace","Técnico do Fla afirma que grama em Edson Passos estava alta e colaborou para o cansaço. Sobre defesa, só elogios: ""A nossa dupla de zaga está jogando muito bem""",,
"Ricardo Oliveira entende irritação, mas rebate: ""Sabemos das dificuldades""","Torcida do Santos chegou a ensaiar vaias durante o empate em 1 a 1 com o São Bernardo, neste sábado, na Vila Belmiro. Centroavante pede paciência",,
"Após vaias, Willian Arão sai em defesa de Wallace: ""Todo o apoio. É o capitão""",Volante afirma que time sabia da jogada do Boavista que resultou no gol de empate em Edson Passos. Juan avalia que calor interferiu na atuação da equipe,,
"Insatisfeito, Dorival diz que Santos não reproduziu o que trabalhou em treinos","Técnico lamenta atuação ruim da equipe alvinegra, principalmente no primeiro tempo do empate em 1 a 1 com o São Bernardo, e reconhece inspiração do adversário",,
"Rumo à França, Malcom se despede do Corinthians com agradecimento",Jovem atacante usou rede social para deixar mensagem à torcida e a ex-colegas,,
"Sem obra garantida, diretoria do Vitória apresenta projeto da Arena Barradão","Clube deve terminar projeto básico até o meio deste ano para, então, buscar no mercado empresas interessadas em investir na reforma e requalificação do estádio",,
"Guto aprova atitude da Chapecoense na estreia do estadual: ""Equilibrada""","Na avaliação do técnico, Verdão do Oeste controlou o Inter de Lages na vitória por ",,
Veteranos Danny Castillo e Mike Pierce são dispensados pelo UFC ,Novos cortes foram anunciados nesta sexta. Ambos vinham de sequência de derrotas,,
"Ricardo Gomes vibra com vitória na estreia: ""Melhor do que eu esperava""",Técnico vê como natural a queda de rendimento do time após abrir dois gols de vantagem e projeta evolução nas próximas rodadas,,
Zarif e Scheidt conquistam o ouro na etapa de Miami da Copa do Mundo,"Na classe Finn, Zarif mantém a ponta conquistada nos primeiros dias, enquanto na Laser, Scheidt ultrapassa francês para ser campeão. Fernanda/Ana Luiza é bronze",,
"Em tarde de estreantes, Vitória vence Jacuipense na estreia do Baiano","Arthur Maia, Marinho e Alípio marcam e garantem o triunfo do Leão por 3 a 0, na tarde deste sábado, pela primeira rodada do estadual, no Barradão",,
"Goleiro do Ituano tem dedo deslocado, mas volta para o jogo; assista","Fábio tenta evitar escanteio e acaba deslocando dedo indicador da mão esquerda. Após receber atendimento, goleiro retorna ao jogo, mas é substituído no intervalo",,
Richarlison fratura o dedo do pé no treino e precisará de cirurgia,"Atacante ainda não tem previsão de retorno, mas deve ficar ausente pelo menos dois meses. Em 2015, Flu sofreu com outros quatro casos parecidos",,
"Vagner Love estreia, quase marca,",Atacante brasileiro entra em campo com placar adverso e por pouco não faz gol,,
"Cavs pegam os Spurs, e LeBron volta a enfrentar seu maior ""calo"" na NBA","Time de San Antonio é o principal carrasco do ""King James"" em sua carreira; jogão entre Cavs e Spurs tem transmissão do SporTV neste sábado, a partir das 23h30",,
"Campeões pelo Inter em 2006 rebatem Edinho: ""Nem ele acredita""","Fernando Carvalho e Clemer responderam declarações de jogador por meio de reses sociais. Volante disse que foi campeão pela Libertadores em time ""inferior"" ao Grêmio ",,
El Shaarawy faz gol de calcanhar,"Quase deitado, Nainggolan abre o placar, e Ciofani empata depois de embaixadinha, em jogo com mais duas definições diferentes para a rede do Estádio Olímpico italiano",,
"Bahia anuncia amistoso internacional contra o Orlando City, time de Kaká","Por conta do amistoso, a tabela do Baianão será alterada. No dia 27 de fevereiro, o Bahia enfrentaria o Galícia pelo estadual. FBF concordou em adequar calendário",,
Dedé treina entre os titulares e tem chance de iniciar partida contra a URT,"Zagueiro pode entrar na vaga de Bruno Rodrigo, neste domingo, no Mineirão; três dos sete reforços estão à disposição para estreia do Cruzeiro no Estadual",,
Pato faz primeiro treino no Chelsea e comemora vitória com novos colegas,"Brasileiro emprestado pelo Corinthians por seis meses participa de atividade com resto do time, comandado por Guus Hiddink, na véspera de jogo da Copa da Inglaterra",,
Anthony Johnson e Ryan Bader lutam de olho no cinturão dos meio-pesados,"Atletas, que lideram o card do UFC deste sábado, em New Jersey, se enfrentam ",,
"Revelação nigeriana faz três gols, e Manchester City avança com goleada","Iheanacho dá show, equipe de Pellegrini vai às oitavas com triunfo sobre o Aston Villa",,
Roger projeta Grêmio com Edinho e Maicon na função de Giuliano,Técnico encaminhou time em trabalho de bola parada neste sábado,,
Ele não para: Aubameyang marca duas vezes e dá vitória ao Borussia,Time de Dortmund derrota o Ingolstadt por 2 a 0. Jogador soma 20 gols no Alemão,,
Um ano depois... Botafogo volta a São Januário e tenta melhorar rendimento,"Aproveitamento no estádio é de 55,7% contando só jogos no Carioca, Brasileirão, Rio-São Paulo e Libertadores. Última partida no local teve vitória suada por 1 a 0",,
"Beira-Rio tem espaço danificado por temporal, mas partida é confirmada","Clube alterou o treinamento para o estádio por conta de problemas no CT do Parque Gigante, mas confirma jogo contra o Ypiranga no estádio, pelo Campeonato Gaúcho",,
André e Giovanni Augusto aparecem no CT com a camisa do Corinthians,"Atacante e meia já estão em São Paulo para assinar com o Corinthians. Atlético-MG confirmou a negociação do avante, mas não divulgou os valores da operação",,
"Santos inicia Paulista com baixas na defesa, e Alison pode ser improvisado","Técnico Dorival Júnior tem apenas Lucas Veríssimo e Gustavo Henrique à disposição para estreia no torneio estadual, neste sábado, às 17h (de Brasília), na Vila Belmiro",,
"Joia do Inter supera ""não"" do Grêmio e brilha no Mundial para ir ao Juventus","Rejeitado pelo Tricolor no início da carreira, lateral-esquerdo Rogério se destacou",,
"Patricky Pitbull ""apaga"" filho de Randy Couture com nocaute no Bellator 148","Brasileiro se recupera em grande estilo após derrota em dezembro e acerta cruzado em Ryan Couture logo no 1° round; na luta principal, Paul Daley vence Andy Uhrich",,
"Vasco aprimora finalizações antes da estreia, e Nenê se diz ""muito ansioso""","Elenco treina com portões fechados em São Januário na manhã deste sábado. Meia, que jogará Carioca pela primeira vez, diz que equipe vai forte para defender o título",,
"Hyuri ganha vaga no Galo, que perde Luan e Ribeiro para estreia no Mineiro","Reforço, que veio da China, é o único dos contratados em condições legais de estrear;",,
Nenê e Riascos se destacam em pré e respaldam calma vascaína no mercado,"Jorginho elogia desempenho de homens de área durante treinamentos e diminui expectativa por reforços: ""Se continuarem assim, não precisamos trazer ninguém""",,
"Sem citar valores, Galo confirma ida ",Atlético-MG cede atacante para o Timão antes do término do contrato com clube, time não revela montante da transação,
"Fora do treino, Malcom viaja para a França para acertar com o Bordeaux",Atacante e o empresário Fernando Garcia embarcam para a Europa para finalizar os detalhes da transferência para o clube, Lucca fica com a vaga no ataque corintiano,
"Com J.Murray, Soares leva seu 1º título de Grand Slam nas duplas masculinas","Tenistas se complicam com saque e devoluções de Stepanek/Nestor no primeiro set, se recuperam, sofrem quebra inesperada, mas reagem e ganham Aberto da Austrália",,
"Contra o Voltaço, Fred reencontra ex-colega que o ""salvou"" na base","Atual treinador da equipe do Sul-Fluminense, Felipe Surian jogava com o ídolo tricolor no América-MG e impediu que ele fosse dispensado por ser franzino",,
"América garante melhorias, prefeitura retira interdição e libera Fla x Boavista",Aviso por telefone ao gerente administrativo do estádio desinterdita estádio Giullite Coutinho do América. Clube se compromete a fazer intervenções a partir de segunda,,
Presidente do Miami United posa com camisa de Adriano e festeja acerto,Roberto Saca não confirma se atacante usará o número 9 ou 10. Contrato será assinado nas próximas semanas e brasileiro deve viajar após aniversário de 34 anos,,
Galo corre o risco de não ter Mineirão caso avance até a final da Libertadores,"Estádio será solicitado com antecedência pelo COI para preparativos, mas prazo ainda não está definido. Presidente atleticano bate o pé: ""Ninguém é louco de tirar""",,
Revista: Neymar abriu três empresas ,Ministério Público Federal denuncia atacante do Barcelona por sonegação fiscal ,,
Real x Barça? Merengues também teriam interesse em Marquinhos,"De acordo com imprensa espanhola, clube de Madri mantém esperança em relação à proibição de contratações e coloca defensor como prioridade no mercado",,
