title,subtitle,,
"Estádio de time português é roubado, e chuteiras de jogadores são levadas","Varzim, da Segunda Divisão, teve a sede e o estádio invadido pela segunda vez ",,
"Cuca admite chance de voltar à China: ""A gente não pode mentir""","Técnico, que não renovará contrato com o Palmeiras, descarta partir para outro clube brasileiro e dá detalhes sobre viagem para conhecer futebol europeu",,
"Juan renova contrato com o Fla: ""Ligação vai durar por toda a vida""","Zagueiro entrou no segundo tempo da vitória por 2 a 0 sobre o Santos e teve boa atuação ao substituir Rafael Vaz, que teve luxação no ombro esquerdo",,
Eurico confirma adeus de Jorginho,"Presidente diz que houve consenso com o treinador para fim do trabalho, fala",,
Jogadores deitam no gramado para ,Enxame passou pelo campo no momento em que União de Palmas e Colinas se enfrentavam em partida de volta das semi da Segundona Tocantinense,,
"Torcedor dos Panthers, Curry perde aposta e veste camisa dos Raiders",Jogador do Golden State Warriors entrou na brincadeira após jogo da NFL no domingo,,
Corinthians reduz dívida e registra R$ 69 milhões de superávit, veja números,"Clube divulga balancete com cifras de janeiro a setembro de 2016. Dívida cai para R$ 320 milhões, mas situação ainda é complicada. Bilheteria da arena fica fora da conta",
"Caio Ribeiro homenageia a conquista do Palmeiras e deixa o ""Tempo"" falar","Comentarista abre espaço em seu blog para um personagem especial mandar sua mensagem aos alviverdes: ""Eu, o Tempo, quero falar com os palmeirenses hoje...""",,
"Dudu cita Corinthians para ""pedir"" Cuca em 2017: ""Foi meio difícil lá""","Capitão do Palmeiras na conquista do título brasileiro lembra dos problemas que o rival paulista enfrentou na temporada, após a saída de Tite para a seleção brasileira",,
Imprensa inglesa diz que Coutinho ficará parado por até um mês e meio,"Meia chega de muletas a clínica e realiza exames no tornozelo direito, que, de acordo com jornais locais, apontam para retorno aos gramados apenas em janeiro",,
Derrota para o São Paulo deixa opções,"Marcos Rocha e Rafael Carioca devem voltar ao time titular na partida decisiva da Copa do Brasil, nesta quarta-feira, contra o Grêmio, em Porto Alegre",,
Keke viu título do filho Nico em hotel ,"Sem dar entrevistas desde 2010, Rosberg pai quebra silêncio e revela locais em que assistiu a GP de Abu Dhabi, onde Nico levantou a taça de Campeão Mundial de F1",,
Mano afirma que não faltou vontade ,Técnico do Cruzeiro não quis comentar situação dramática do Internacional,,
"Corinthians sonda Hernane Brocador, artilheiro do Bahia na Série B","Timão procura o centroavante de 30 anos, autor de 11 gols na campanha do acesso do time baiano. Lateral-esquerdo Moisés, de 21 anos, pode ser envolvido em acordo",,
Diego e Dudu largam na frente na briga pelo Craque da Galera de 2016,"Meia do Flamengo tem a liderança no voto popular, seguido pelo capitão do título do Palmeiras. São 20 opções, uma para cada time; confira e vote no seu preferido",,
"Após novos exames, Daniel Alves tem retorno previsto para dois meses","Segundo assessoria do jogador, lateral teve fratura parcial da fíbula. Atleta usa redes sociais e tranquiliza torcedores: ""Não foi tão grave"". Bonucci para por até 60 dias",,
Cazares é punido com quatro jogos,Jogador do Galo foi julgado na manhã desta segunda-feira no STJD,,
"Após quase um ano e meio, Jorginho conversa com Eurico e acerta saída","Após garantir o acesso à Série A, treinador conversa com diretoria e deixa o",,
"Investigação aponta mais clubes com casos de pedofilia: ""City, Newcastle...""","Número de vítimas não para de crescer, segundo o jornal ""The Guardian"". Federação inglesa de futebol investiga o escândalo que veio à tona nos últimos dias",,
"Piqué lamenta atuação do Barcelona: ""Assim não podemos ganhar a Liga""","Zagueiro diz que Real Sociedad superou o time catalão ""no jogo e em sua atitude"" ",,
Não curtiu: gol da vitória do Figueira gera indiferença e dedo de reprovação,"Câmera registra torcedores pouco animados após tento de Marquinhos no duelo contra o Fluminense, na noite de domingo, em adeus ao Scarpelli em 2016",,
"Diguinho admite euforia no meio do ano e defende Eurico: “Não teve culpa""","Vaiado pela torcida contra o Ceará, volante reconhece que equipe perdeu o foco ao longo da Série B, exalta presidente e cita Neymar como exemplo contra críticas",,
Cruzeiro volta para casa com foco em uma vaga na Copa Sul-Americana,"Time celeste enfrenta o Corinthians na última rodada, jogo que pode garantir ",,
"Libertadores: Conmebol discute final em jogo único, disputado em Miami",Defensores da ideia argumentam que arrecadação seria maior com uma partida nos EUA do que com duas na América do Sul,,
"Em rede, Dudu ironiza Flamengo com camisa: ""Não deu nem pro cheiro""","Atacante provoca o clube carioca, que está a sete pontos atrás do Palmeiras, eneacampeão brasileiro com uma rodada de antecedência",,
"André Rizek: oferta ""surreal"" vai tirar Cuca do Palmeiras. Treinador nega","Segundo jornalista, o próprio técnico revelou o destino em jantar e disse que seria impossível clube cobrir a oferta. Comandante palmeirense afirma que ""não tem nada""",,
"Bandeira banca fico de Juan e adia hepta: ""Tem mais cheirinho em 2017""","Presidente do Flamengo aprova brincadeira da torcida e, bem-humorado, cita que ",,
"Nobre celebra volta por cima no Palmeiras: ""Queriam me matar""","Presidente relembra jogo há dois anos, que salvou o Verdão do rebaixamento, e comemora clube saudável e vitorioso após temporadas complicadas",,
"Vitor Hugo brinca após título do Palmeiras: ""Cheirinho dourado""",Zagueiro lembra provocação de flamenguistas durante todo o Campeonato Brasileiro. Torcedores e locutor da arena também brincaram com o termo durante o domingo,,
Botafogo avança por Montillo e se reúne com agente nesta semana,Clube vai apresentar projeto e ouvir do empresário as pretensões do argentino. Meia deseja retornar ao futebol brasileiro,,
"Jailson homenageia Marcos e cede vaga a Prass: ""Esse lugar é seu""","Campeão invicto pelo Palmeiras, goleiro veste camisa de ídolo palmeirense e abre espaço para retorno do camisa 1, que jogou minutos finais de partida do título",,
Jogo do título registra o maior público da história do Palmeiras no Palestra,"Vitória sobre a Chapecoense supera não só recorde da arena, mas também do antigo estádio alviverde. Verdão tem a melhor média de público do Campeonato Brasileiro",,
Atuações: Grafite brilha e Keno joga bem na goleada do Santa Cruz,"Como em quase toda a competição, ataque é o ponto forte do Santa; Defesa",,
Denis aprova contratação de Sidão e crê em sucesso de Ceni como técnico,"Com lesão de Renan Ribeiro, goleiro que havia sido barrado entra contra o Galo e diz que clube precisa ter três ou quatro atletas de grande nível na posição",,
"Após ""bater na trave"" duas vezes, Alecsandro se emociona com título ","Atacante comemora êxito no Brasileirão, após ter sido suspenso por doping, e lembra conquistas do pai Lela e irmão Richarlyson por Coritiba e São Paulo, respectivamente",,
"Vitinho adota tom de despedida do Beira-Rio: ""Espero um dia voltar""","Com contrato até o final do ano, atacante se emociona após vitória contra Cruzeiro",,
"Sai Cuca, chega quem? Palmeiras já tinha iniciado procura por substituto","Mesmo antes de ser avisada pelo técnico, diretoria iniciou busca por novo comandante. Roger Machado e Eduardo Baptista são nomes cogitados",,
"Léo cita ""supremacia"" no 1º tempo; Rafael Sobis lamenta erros do Cruzeiro",Zagueiro vê Raposa melhor na primeira etapa, atacante explica castigo no Beira-Rio,
"Torcedor acusa Diego de forçar cartão,","Em rede social, astro do Fla é questionado por ficar fora do time na última rodada do Brasileirão por ter recebido o terceiro cartão amarelo",,
"Torcedores colorados depredam casa após drone da ""B"" sobrevoar Beira-Rio","Segundo a polícia, dono da residência depredada garantiu que não foi responsável pela corneta durante Inter e Cruzeiro e que é torcedor colorado",,
Giacomini vê Galo desentrosado e já tem estratégia para final contra Grêmio,"Treinador interino do Atlético-MG acha que jogadores jovens foram bem na derrota para o São Paulo e podem ser aproveitados no jogo de quarta, em Porto Alegre",,
Seijas leva o 3º amarelo e desfalca Inter em jogo decisivo contra o Flu ,Vitinho e Valdívia são os principais candidatos para a vaga do venezuelano ,,
"""Não é momento de falar em encerrar a carreira"", diz Zé Roberto após título","Aos 42 anos, lateral afirma que espera ""viver o momento"" e diz que vai conversar",,
"Zé elogia torcida, Fla e descarta puxão de orelhas em Diego: ""Extravasou""","Treinador fica satisfeito com postura do time na vitória por 2 a 0, parabeniza o Palmeiras e entende fato de meia ter ido abraçar a galera, algo que resultou em cartão",,
Cavalinho do Fantástico cai na festa dos jogadores do Palmeiras,"Símbolo da liderança incontestável do Verdão ao longo do Brasileirão, cavalinho participa da comemoração do título no gramado da arena palmeirense",,
"Lisca divide méritos de vitória com grupo e elogia luta: ""Estamos vivos""",Técnico entende que estado emocional dos jogadores e pouco tempo de trabalho dificultam qualquer tentativa de mudar conceitos do time colorado,,
Mano pede desculpas a árbitro por reclamação em lance polêmico no Sul,"Expulso, treinador do Cruzeiro admite que errou ao protestar após jogada, que poderia resultar no empate da Raposa diante do Internacional",,
"Gérson é titular, Roma vence Pescara e assume vice-liderança no Italiano",Jovem ex-Fluminense começa partida pelo Campeonato Italiano pela primeira vez e é substituído por Totti. Atacante bósnio Dzeko faz dois e é destaque em vitória por 3 a 2,,
Dorival dá exemplo de Seedorf e confirma interesse em Schweinsteiger,"Técnico acredita que a possível vinda do alemão modificaria o ""contexto"" do Santos e acha que"" não custa nada"" fazer uma proposta ao jogador de 32 anos",,
Cuca não ficará no Palmeiras em 2017 ,Contrato do técnico com o Palmeiras vence em dezembro e ele já decidiu que não continuará no clube no ano que vem,,
"Gabriel Jesus chora e pede à torcida: ""Não se esqueçam de mim""","Vendido ao Manchester City, atacante do Verdão não deverá jogar no domingo, contra o Vitória. ""Onde eu estiver, vou estar pensando no Palmeiras"", disse o jogador",,
"Danilo volta atrás em bronca e destaca grupo do Inter: ""Só tem jogador f* aqui""","Goleiro exalta ""capacidade"" do grupo para vencer Cruzeiro na tarde deste domingo",,
Nico Rosberg tem festa parecida com a de Michael Schumacher em 2000,"Em Abu Dhabi, Mercedes faz festa semelhante à da Ferrari em Suzuka, quando a escuderia italiana quebrou um tabu de 20 anos sem título de pilotos na Fórmula 1",,
"Violência, assalto e até arremesso de botijão: Peñarol x Nacional é suspenso",Houve depredação fora do estádio e roubo a funcionários da Associação Uruguaia de Futebol dentro do Centenário, veja as imagens,
Triplo-duplo de LeBron e 90 pontos do supertrio: Cavs batem os Sixers,"Fora de casa, time vira o placar apenas no último quarto, vence por 112 a 108 e segue líder no Leste. Astro termina com 26 pontos, 10 rebotes e 13 assistências",,
"Chances de Liberta: Furacão e Bota quase lá, e Timão com apenas 18%","Atlético-PR tem 96% de possibilidades de disputar a Libertadores de 2017, e Botafogo soma 86%, pelos cálculos do matemático Tristão Garcia",,
Argentina supera Croácia em Zagreb e conquista inédito título da Copa Davis ,"Empurrado pela torcida, Delbonis sobra em quadra, vence Karlovic no jogo decisivo da Copa Davis e garante primeiro título da história da Argentina na competição",,
"Drone sobrevoa o Beira-Rio com ""fantasma da Série B""; veja vídeo",Provocação de torcedores gremistas ocorreu durante a partida contra o Cruzeiro,,
Argel confirma time titular e faz contas para se livrar do risco do rebaixamento,"Vitória encara o Coritiba na segunda-feira, às 19h (de Salvador), no Couto Pereira, em Curitiba. Treinador rubro-negro diz que um triunfo basta para salvar time da degola",,
Confronto entre torcida e polícia causa tensão fora da arena do Palmeiras,"Do lado de fora do estádio, torcedores acompanharam a partida em bares e alguns",,
Daniel Alves tem fratura na fíbula e deve desfalcar Juve por até 4 meses,Lateral se machucou na derrota por 3 a 1 para o Genoa e ainda será reavaliado nesta segunda. Zagueiro Bonnucci também se lesiona e deve aumentar lista de desfalques,,
"Hamilton lamenta panes no carro em 2016: ""Não se pode ganhar sempre""","Britânico vence GP de Abu Dhabi, neste domingo, mas vê companheiro levantar a taça de campeão mundial: ""Fiz tudo o que poderia fazer nessas últimas corridas""",,
"Massa revela cuidado extra com carro e festeja adeus ""de cabeça em pé""","Brasileiro brinca com zelo ao carro, dado de presente ao brasileiro pela Williams",,
Atlético bate o Osasuna e reencontra ,"Vindo de três derrotas em quatro jogos, time de Simeone vence penúltimo colocado com gols de Godín, Gameiro e Carrasco",,
"Em batalha de quase 5h, Del Potro vira sobre Cilic e leva decisão para 5º jogo","No coração, argentino vence por 3 a 2 em vitória espetacular, empata confronto em 2 a 2 e provoca última partida diante dos croatas, enlouquecendo a torcida hermana",,
"Sem Balotelli, Nice só empata com o Bastia, mas volta à ponta no Francês","Equipe do Sul francês fica no 1 a 1, chega aos 33 pontos e recupera a liderança",,
"Rosberg festeja sonho de infância, mas reclama de corrida ""nada agradável""","Alemão é pressionado no fim e reconhece que tática de Hamilton de segurar pelotão para permitir chegada de rivais causou tensão: ""Eu estou muito feliz por ter terminado""",,
Presidente do Corinthians apresenta melhora e pode ter alta na segunda,"Internado por conta de uma angina, Roberto de Andrade tem melhora neste domingo",,
Fabiana Beltrame se despede do remo,Campeã mundial de 2011 vence etapa do estadual da modalidade no último evento de sua carreira e recebe homenagem no pódio do Campeonato Estadual de remo ,,
Desafio do Manequim nível hard: São Paulo envolve até torcida em vídeo,Tricolor conquista o Campeonato Paulista Sub-17 e brilha na comemoração ao lado de torcedores em Cotia,,
"Filho de Simeone faz dois gols, Genoa vence líder Juventus, e Milan agradece","Com gols de Giovanni Simeone e Alex Sandro, contra, Juve perde de forma impiedosa",,
"Após desabafo de Zico, FC Goa é goleado e segue na lanterna na Índia",Brasileiro Marcelinho anota hat-trick é o grande nome da vitória do Delhi Dynamos,,
Sorocaba vence Rondon nos pênaltis e vai à final da Liga Nacional de Futsal,"Sorocaba de Falcão devolve o placar de 2 a 1 no tempo normal, vence nos pênaltis - por 2 a 0 - e enfrenta o Corinthians na final da da Liga Nacional de Futsal de 2016",,
"Ranieri já alerta o Leicester: ""Estamos na luta contra o rebaixamento""","Comandante do atual campeão da Premier League mantém tranquilidade, mesmo com time a dois pontos da zona da degola e admite influência da Liga dos Campeões",,
Ceni curtiu! São Paulo goleia em Cotia e encaminha título paulista no sub-20,"Pedro Bortoluzzo (dois), Caíque e Shaylon marcaram nos 4 a 0 sobre o Capivariano, neste domingo de manhã. Times voltam a se enfrentar no domingo, às 10h, no interior",,
"Paulinho marca, Guangzhou empata fora e conquista a Copa da China","Gol de volante da Seleção ajuda time comandado por Felipão a ficar no 2 a 2 com o Jiangsu Suning, de Ramires, e levar segundo título nacional na temporada",,
"Rosberg resiste a jogo de Hamilton, é 2º em Abu Dhabi e fatura título inédito","Precisando vencer e torcer para alemão chegar em 4º, inglês segura ritmo para chegada de rivais, mas não obtém sucesso. Massa se despede da F1 com 9º lugar",,
"Polícia fecha rua em frente à arena do Palmeiras, e festa vira ""velório""","""Isso aqui está parecendo um enterro"", diz sócio do Verdão, ao ver a área ser evacuada pela PM horas antes do jogo do título contra a Chapecoense",,
"Kaká deixa futuro indefinido, mas diz que sairá do Orlando City em 2017",Meia afirma que ainda não sabe o que fará após o término do contrato com a equipe ,,
"Invicto, time reserva do Grêmio dá descanso aos titulares sem cair nível","Renato fica em Porto Alegre, e auxiliar James Freitas comanda contra o Santa Cruz",,
"Aos 33 anos, Ribéry renova com o Bayern por mais uma temporada","Clube bávaro anuncia a extensão de vínculo do francês, que encerraria contrato no ano que vem e passa a estar ligado ao time até junho de 2018",,
Sem medo do Maracanã: Santos vai para cima e quer controlar o Flamengo,"Com o volante de origem Yuri como zagueiro, técnico Dorival Júnior quer que Peixe mantenha a posse de bola e não espere o Rubro-Negro no campo de defesa",,
Diego revê Peixe, lembre reencontros em que R10 e Romário decidiram,"Ronaldinho deu show contra o Grêmio, e o Baixinho vazou o Vasco; Guerrero e Renato não venceram clubes onde marcaram época. Edmundo perdeu a linha com vascaínos",
Luan não garante permanência em 2017 e admite alívio: “Quero viver”,"Especulado para possível venda, zagueiro aguarda definição do clube e fala em aproveitar as férias para fazer coisas que não conseguia na fase ruim do Vasco",,
Inter joga 107 anos em 90min e pega o Cruzeiro para se manter na Série A ,Colorado pode acabar a 37ª rodada rebaixado se perder no Beira-Rio. Jogo será tenso,,
Diálogo e sequência: o que representa a eleição de Galiotte no Palmeiras,"Respeitado por oposição e até por críticos ferrenhos de Paulo Nobre, novo presidente tem capacidade de administração como principal trunfo para mandato  ",,
Da agonia ao alívio com 10 minutos ,"Torcida lota Maracanã, apoia o time e não se priva de expor insatisfação com ",,
"Neymar bate Ferrari antes de viagem, mas não desfalca o Barcelona, diz TV",Craque brasileiro sai ileso e poderá ir a campo contra o Real Sociedad logo mais,,
"Análise: ""só"" faltou o gol para coroar a atuação do Timão contra o Furacão","Corinthians domina o Atlético-PR em Itaquera, soma 20 oportunidades, mas passa em branco diante da segunda melhor defesa do Brasileiro. Futuro será jogado em BH",,
Tá chegando a hora! Palmeiras encara a Chapecoense para ser campeão,"Conta é simples: Verdão só precisa empatar neste domingo para soltar grito e, com uma rodada de antecedência, encerrar tabu de 22 anos sem conquistar o Brasileirão",,
"Guto Ferreira celebra acesso do Bahia: ""Tudo está valendo a pena""","Treinador tricolor comemora acesso conquistado mesmo com derrota para o Atlético-GO. Após reta final de tirar o fôlego, Guto avisa: ""Com sufoco é mais gostoso""",,
Ser skatista aos 50 anos? Zoio mostra ser possível encarando garotada,"Cinquentão Bruno Cazna, o Zoio, divide pista com feras do skate no Pool Battle Pro e mostra que idade não é problema nem em esporte radical",,
"Luis Enrique rechaça poupar Neymar para evitar suspensão: ""Está de piada?""","Brasileiro tem quatro amarelos e, caso seja punido contra o Real Sociedad, poderia não jogar diante do Real Madrid na próxima rodada: ""Valem os mesmos três pontos""",,
Atlético-GO sobra e termina Série B 10 pontos à frente do segundo colocado,Vitória sobre o Bahia na última rodada aumenta diferença para os demais membros ,,
"Após título, noiva de capitão brinca: ""Precisava ser com tanta emoção?""",Nathaly Garcia e Clayton se casam ainda na noite deste sábado em Piracicaba.,,
Chave de ouro! Revolta e Yang dão adeus com vitória da INTZ sobre a Pain,"Decisivos na conquista da Desafio Invocadores, dupla se despede da equipe paulista com incrível invencibilidade no Brasil de 24 séries. Yang brinda público com triple kill ",,
Thalles considera o 2º tempo como os 45 minutos mais importantes da vida,"Atacante afirma que passou um filme em sua cabeça quando marcou o segundo gol. Para ele, o momento é de descansar para voltar e fazer uma ""Série A digna de Vasco""",,
"Zidane se irrita com desempenho do Real Madrid: ""Não posso estar feliz""","Após vitória, técnico não esconde insatisfação com merengues: ""Podemos estar felizes, mas só com os três pontos"". Treinador planeja volta de Casemiro na quarta",,
"Se for campeão, Palmeiras receberá taça e medalhas no gramado da arena","Objetos não ficarão à mostra neste domingo, mas serão levados a campo caso o título esteja garantido ao fim do jogo contra a Chapecoense. Falta apenas um ponto!",,
"Jorginho tem futuro incerto no Vasco: ""Vou conversar com o presidente""","Após acesso garantido, treinador mantém dúvida sobre permanência em 2017 e cita ""vozes internas e externas"" que tentaram atrapalhar o trabalho durante a temporada",,
"Aldo vira campeão linear, e Pettis x Holloway vale título interino dos penas","Após queda de Cormier x Johnson, Ultimate põe duelo como principal do UFC 206. McGregor abre mão do cinturão até 65,7 kg, e brasileiro será o novo campeão linear",,
Sporting vence e encosta no Benfica, Porto empata pela terceira vez seguida,"Com Elias e André no banco, Leões batem Boavista por 1 a 0 fora de casa. Dragões ficam no 0 a 0 com o Belenenses e podem encerrar rodada a sete pontos do líder",
"Perto de título, Ramires vê passagem na China melhor do que imaginava","Com ""mais uma camisa azul"", brasileiro faz balanço de primeiro ano no Jiangsu e vibra com chance de ser campeão: ""Me incomodaria se estivesse aqui por estar""",,
Confira como foi a festa da Williams para a despedida de Massa da F1,"Homenagem a Massa tem toque de superprodução, com direito a vídeo com pessoas da família, da Williams, Ferrari, Sauber... todos lembrando passagens do piloto na F1",,
Pai de tenista morre durante final contra brasileira no Chile,"Paula Gonçalves disputava título do ITF de Santiago contra Daniela Seguel quando pai da adversária se sentiu mal, foi levado para um hospital, mas morreu em seguida",,
Pedro Abad vence eleição e comanda o Fluminense pelo próximo triênio,"Candidato da situação obteve 50,39% dos votos válidos ao derrotar o advogado Mário Bittencourt e o médico Celso Barros. Anuncia prioridade em contratar Roger Machado",,
Renovado e vice-líder: Milan vence Empoli fora de casa e sobe na tabela,Time rossonero goleia rival por 4 a 1 e assume momentaneamente a segunda colocação na tabela. Equipe tem escalação com menor média de idade desde 1985,,
Brasileiras fecham Golden Grand Prix de wrestling com dois sétimos lugares,Aline Silva (até 75kg) e Giullia Penalber (até 55kg) obtêm as melhores colocações no evento que está sendo realizado no Azerbaijão. Laís Nunes (até 63kg) fica em nono ,,
"Sevilla bate o Valencia, ultrapassa o Barcelona e dorme na vice-liderança","Sem Ganso, time de Jorge Sampaoli consegue vitória suada que o leva a segunda posição, mas o Barcelona ainda joga na rodada e pode recuperar o posto no domingo",,
Tite revela voto em CR7 para melhor,"Em entrevista, treinador diz que completou top-3 com Neymar, em segundo, e Griezmann e diz que camisa 10 voltará a usar a braçadeira: ""Ele é e vai ser capitão""",,
Hamilton e Nico revelam estratégias para GP que definirá campeão de 2016,"Candidatos ao título falam sobre pressão da última prova, táticas para bater um ao outro, família presente no circuito e o cuidado com as equipes rivais, em Abu Dhabi ",,
"Novo presidente, Galiotte quer que Cuca continue no Palmeiras em 2017 ","Renovação do técnico e outros assunto, porém, serão tratados depois do Brasileirão. Candidato único, ele assumirá no próximo dia 15 e ficará no cargo até o fim de 2018",,
Torcida invade campo da Arena PE e  intimida jogadores de Náutico e Oeste,"Jogo é paralisado por 17 minutos por torcedores do Timbu, que perde em casa e desperdiça chance de acesso à Série A; atletas do Oeste também são xingados",,
Massa ganha presentão de despedida da Williams: o carro que guiou no Brasil,"Equipe dará chassi de modelo usado em no adeus em Interlagos. Modelo tem dizeres ""Massa"", no lugar da logo de patrocinador na lateral, e ""obrigado"" na asa traseira",,
LeBron aproveita folga e acompanha jogo de futebol americano universitário,"Jogador do Cleveland Cavaliers vai a Columbus torcer por Ohio State no confronto com Michigan, considerado um dos clássicos da competição",,
"""Espero que possa treinar amanhã"", afirma Klopp, à espera de Coutinho","Bombardeado de perguntas sobre o camisa 10, treinador prefere aguardar exames ",,
"Com belo gol de falta de Boschilia, Monaco goleia e vai dormir na ponta",Time de Leonardo Jardim supera o Nice no saldo após goleada sobre o Olympique ,,
"Tandara e Paula lideram, Osasco bate Fluminense e se recupera na Superliga",Equipe de São Paulo domina partida e impõe nova derrota ao time das Laranjeiras,,
Swansea deixa lanterna com vitória em jogão de nove gols e três viradas,Llorente marca duas vezes nos acréscimos e garante triunfo que parecia jogado no lixo,,
Rei da Copa: Grêmio conquista o bi em 94 e firma base para era de glórias,"Tricolor ergue sua primeira taça sob o comando de Luiz Felipe Scolari e constrói caminho às glórias subsequentes nos anos 90, com Brasileirão e Libertadores",,
Croácia vence Argentina nas duplas e fica a uma vitória do bi da Davis,Dodig e Cilic superam Del Potro e Mayer por 3 a 0 e europeus abrem 2 a 1 na final,,
"Com Elano, Santos relaciona 23 jogadores para enfrentar o Flamengo","Meia anunciou aposentadoria para virar auxiliar técnico a partir de janeiro, mas segue à disposição e vai ser opção no banco de reservas. Jean Mota é desfalque",,
"Sob olhar do chefe, Giacomini dá treino","Técnico interino do Galo relaciona 23 atletas para partida deste domingo, no Independência; antes disso, ele volta a trabalhar o grupo principal para final de quarta",,
Construtora rebate críticas do Corinthians e diz que arena é segura,"Em nota oficial, Odebrecht afirma que falhas apontadas pelo Timão deveriam ter sido identificadas nas inspeções de manutenção do estádio",,
"""Inspirada"" em McGregor, Joanna quer somar mais um cinturão do UFC",Polonesa é a atual campeã do peso-palha e defendeu o posto pela quarta vez ,,
"Dirigente aposta em medalhas para o Brasil em Tóquio: ""Se não forem todas""","Ed Scander, vice-presidente da Confederação Brasileira de Skate (CBSK), vê com otimismo a estreia do país nos Jogos Olímpicos, daqui a quatro anos",,
Santistas imitam porco e perdem título para o Palmeiras no sub-15, assista,"Quando placar estava 3 a 1, jogadores do time da Vila Belmiro comemoraram com provocação. Time alviverde, porém, buscou o empate e foi campeão paulista",
"São Paulo vê Sidão muito perto, mas Bota mantém otimismo pelo goleiro",Tricolor tem acordo com Audax e aguarda para acertar salário com o jogador. Glorioso,,
Whittaker e Brunson lideram UFC ,"Embalados, lutadores se enfrentam em Melbourne e podem crescer no peso-médio com boa sequência. Evento tem Khalil Rountree, ""pupilo"" de Anderson Silva, no card",,
"Técnico da Itália dispara: ""O problema de Verratti é que ele joga na França""",Giampiero Ventura acredita que nível do PSG seja tão alto em relação aos concorrentes em âmbito nacional que volante não tem dado 100% em treinos e jogos,,
"Chile e Alemanha entram no mesmo grupo, e Portugal escapa de pedreiras","Com participação de Júlio Baptista, sorteio em Kazan define chaves equilibradas para a Copa das Confederações. Rússia e Nova Zelândia fazem jogo de abertura do torneio",,
"Palmeiras faz último treino antes de jogo decisivo, e Mina é relacionado","Zagueiro colombiano é convocado pelo técnico Cuca, mas ainda pode ser cortado da lista, a exemplo do goleiro Fernando Prass, que voltou a treinar na última sexta-feira",,
Festa e pedido a Cuca: torcida vai ao CT em apoio ao elenco do Palmeiras,"Time enfrenta a Chapecoense neste domingo, na arena, e precisa apenas de um empate para conquistar o título brasileiro. Torcedores voltaram a pedir ""Fica, Cuca""",,
Hamilton domina Rosberg e garante a pole para a grande final em Abu Dhabi,"Sem depender de si para ser campeão, inglês não dá chances para alemão no treino classificatório. Em seu último fim de semana na F1, Massa desbanca Bottas e é o 10º",,
"Projeto sugere ampliação de ""Super Bombonera"" para 77,5 mil torcedores",Estádio do Boca Juniors ganharia um quarto anel e seis tribunas VIPs em reforma,,
"Não é cilada: conheça Stênio Garcia, reforço da Portuguesa para o Carioca","Atacante, que ganhou o nome por conta da admiração dos pais pelo homônimo ator, ",,
Jornal: novo contrato de Suárez já está pronto e sendo revisado pelo Barça,"De acordo com o ""Sport"", clube vem sendo cauteloso e contratou uma profissional para analisar todas as cláusulas e evitar possíveis problemas fiscais no futuro",,
Santos procura opções para voltar a apostar em contra-ataques, entenda,"Dorival Júnior quer recuperar velocidade da equipe após saídas de Gabigol, Geuvânio e Marquinhos Gabriel. Para isso, Peixe procura mais dois pontas",
Personalidades comentam chances de título de Rosberg e Hamilton na F1,"Niki Lauda, Jackie Stewart, Toto Wolff, Bernie Ecclestone... creem que Rosberg só perde título se carro sofrer pane. Maioria crê em vitória de britânico e título de alemão",,
"Acredite: à procura de estrela para o Santos, Dorival sugere Schweinsteiger",Técnico do Peixe acredita que a contratação de um craque internacional pode fazer bem para a marca do clube. Alemão não tem atuado no Manchester United,,
"Sem acordo com Fla, Bota começa a desmontar a Arena neste sábado","Rubro-Negro não aceita pagar R$ 3,5 milhões por estruturas, e negociações estão encerradas. Arquibancadas serão desmontadas a partir de segunda-feira",,
"Admirado por presidente, Isco estaria na mira do Barcelona, segundo jornal","Com contrato terminando em junho de 2018, meia estaria sendo observado pelo clube catalão para um negócio no futuro, com o aval de Josep Maria Bartomeu",,
Copa das Confederações sorteia os grupos pela primeira vez sem o Brasil,"Seleção só esteve ausente quando a competição ainda não era organizada pela Fifa, em 1993 e 1995. Rússia enfrenta atraso de estádios e acusações de corrupção",,
"Zagueiros demais, poucos atacantes: um dos dilemas de Ceni no São Paulo","Técnico faz questão da permanência de Rodrigo Caio, quer recuperar Lucão, tem o ídolo Lugano, o capitão Maicon, o promissor Lyanco e Douglas. Já para fazer gols...",,
"Cartola FC: Cazares, Diego Renan e Scarpa são baixas na rodada #37",Veja os times prováveis para os jogos do fim de semana do Brasileirão. Mercado do Cartola fechará às 18h (de Brasília) deste sábado (26/11). Monte logo o seu time,,
Sobe ou fica? Vasco tem jogo da vida para evitar maior vexame da história,Cruz-Maltino precisa de vitória sobre o Ceará para garantir acesso à Série A e impedir danos com grandes proporções à instituição, semana foi de total reclusão da equipe,
"Inter lembra tapetão em 2005 e se vê com ""direito"" para recorrer ao STJD",Direção do Inter se reúne com advogado do Bahia envolvido no caso Victor Ramos ,,
"Palpitão GE: Palmeiras é campeão, e Inter sobrevive após 37ª rodada; será?","Na opinião da maioria dos jornalistas do GloboEsporte.com, Brasileirão terá seu vencedor definido no fim de semana, mas briga contra queda ficará para a rodada final",,
"Vettel, Verstappen e Kimi desbancam Mercedes no 3º treino em Abu Dhabi","Postulantes ao título, Lewis Hamilton e Nico Rosberg ficam apenas em quarto e quinto na última sessão antes do treino classificatório. Massa fica em 14º, e Nasr, em 19º",,
