title,subtitle
Atriz mirim Gabriely Mota realiza sonho de conhecer Taís Araujo nos bastidores de 'Amor de Mãe',"Maria de Médicis, diretora do especial natalino 'Juntos a Magia Acontece', organizou a surpresa para a pequena, que pediu o encontro de presente de Natal"
IZA planeja férias longas para 2020 após ano agitado: 'Vai ser a primeira coisa',"Nos bastidores do 'Show da Virada', em bate-papo com Vivian Amorim, cantora faz balanço de 2019 e celebra recesso em 2020"
Thais Fersoza prepara surpresa de Natal para os filhos e diz: 'Orgulho do que construí com o Michel' ,"Atriz fala da cumplicidade de Melinda e Teodoro, dos planos para 2020 e do amor por Michel Teló: 'Tomamos cuidado para manter o que a gente sempre foi antes dos nenéns'"
Gabriela faz transfusão de sangue,"Depois de doação de Elias, filha do meio de Paloma comemora nova vida ao lado dos amigos no capítulo de 'Bom Sucesso' desta quarta, 25/12"
Camila descobre que Lurdes vendeu a casa,"Sandro dá seu salário à mãe para o aluguel do imóvel, Lurdes entrega o dinheiro a Seu Nuno e é flagrada pela filha. Confira o que vai acontecer no próximo capítulo da novela das 9, 'Amor de Mãe'"
Inês se declara para Carlos e leva fora,"A menina pede que o filho de Lola a leve no baile em 'Éramos Seis', mas ele é categórico ao dizer que vai com Mabel"
Lurdes se interessa por Oliveira,"Thelma percebe clima de paquera entre a amiga e o garçom e incentiva o romance. Confira o que vai acontecer no próximo capítulo da novela das 9, 'Amor de Mãe'"
Clotilde briga com Lola por causa de Almeida: 'Invadiu minha vida!',"A irmã de Olga fica enfurecida com a irmã, que deu um ultimato no vendedor de tecidos em 'Éramos Seis'"
Paloma humilha Elias após a doação de sangue,"Depois que o ex-marido deixa recolherem seu sangue, a costureira esbraveja tudo aquilo que estava preso na sua garganta nesta quarta-feira, 25/12, em ‘Bom Sucesso’"
"Elenco de ‘Eu, a Vó e a Boi’ imagina como seria Natal entre rivais; assista!","Daniel Rangel, Alessandra Maestrini, Paula Cohen, Giovana Zotti, Edgar Bustamante, Matheus Braga, Josie Antello e Cleto Baccic soltaram a imaginação em vídeos divertidos"
Tatá Werneck veste filha de Chiquinha em comemoração de dois meses,Atriz compartilhou foto em suas redes sociais e revelou ser um sonho antigo
Dany Bananinha celebra Natal com o namorado: ‘Meu maior presente está dentro da barriga’,"Assistente de palco do 'Caldeirão do Huck' espera a primeira filha, que vai se chamar Lara"
Marcos corre perigo por causa de cúmplice de Elias,"O filho de Alberto chega ao hospital com a grana da chantagem, mas o comparsa de Elias destrava o revólver sem que o empresário perceba, nesta terça-feira, 24/12, em ‘Bom Sucesso' "
Kaysar mostra que calça rasgou no tango da final do 'Dança dos Famosos': 'Isso ninguém viu!',Ator é o grande campeão da edição 2019 do quadro do 'Domingão do Faustão'; assista ao vídeo exclusivo dos bastidores do palco
Signos: descubra quem é você na ceia de Natal!,"'Horóscopo Etc' analisou as previsões para 2020 e conta aqui, de um jeito descontraído, como cada signo do zodíaco se comporta na noite especial"
Raul compra briga ambiental e termina amizade com Álvaro,"Namorado de Érica não aceita ter sido enganado pelo amigo e o enfrenta por conta de questão ambiental. Confira o que vai acontecer no próximo capítulo da novela das 9, 'Amor de Mãe'"
Maquiagem rápida e prática para o Natal: combine dourado e vermelho,Gabriela Moreyra ensina como misturar brilho nos olhos e batom forte na boca para as festas de fim de ano. Veja dicas de beleza do @PraVcArrasar 
Lola coloca Almeida contra a parede: 'O senhor deveria mudar sua conduta!',A viúva ordena que o vendedor de tecidos pare de fazer Clotilde sofrer em 'Éramos Seis'
Adriane Galisteu revela suas tradições de fim de ano e plano de aumentar a família: 'Talvez parta para uma inseminação',"Atriz vai passar as festas na Bahia, mas organizou um Natal antecipado em São Paulo: 'Antes fugia das comemorações até pelas dores e saudades. É uma data que mexe com a gente'"
Natal: confira 20 receitas de pudim para a sobremesa ,"Além de ser fácil e prática de fazer, a receita do doce tem diferentes variações; confira o passo a passo"
Thelma e Gabo têm noite de paixão,"A dona do restaurante se rende aos encantos do marujo e os dois começam a namorar. Danilo flagra a mãe acompanhada e fica encabulado. Confira o que vai acontecer no próximo capítulo da novela das 9, 'Amor de Mãe'"
"Ryan faz serenata para Marina, e internautas elogiam canção de 'Amor de Mãe'",Música foi composta para o personagem de Thiago Martins na novela das 9; reveja cena e confira letra!
'Amor de Mãe': bastidor mostra detalhes da cena do parto de Vitória,"No vídeo, Taís Araujo fala sobre a cena e caracterizador da novela explica o bebê cenográfico. Assista!"
Vitória dá à luz Sofia e recebe carinho de Davi,"Advogada é ajudada por Sandro. Na maternidade, ela recebe o carinho de Davi, cada vez mais próximo de mãe e filha. Confira o que vai acontecer no próximo capítulo da novela das 9, 'Amor de Mãe'"
Gabriela passa mal e é sedada enquanto espera transfusão de sangue,"A menina está cada vez mais fraca e sente falta de ar nesta terça-feira, 24/12, em ‘Bom Sucesso’"
Marcos se desespera com a falta de memória do pai,"No capítulo desta terça-feira, 24/12, em ‘Bom Sucesso’, o empresário não sabe o que fazer para Alberto recobrar a memória e entregar o dinheiro da chantagem para Elias"
"Romulo Estrela, David Junior e parte do elenco de 'Bom Sucesso' surpreendem pacientes do Hemorio","Equipe da novela participou de ação natalina do grupo Conexão do Bem, liderado por Felipe Haiut, que vive o Jefferson "
Carlos e Alfredo fazem as pazes em conversa emocionante ,"Depois de chegarem às vias de fato, os filhos mais velhos de Lola acertam as contas em 'Éramos Seis'"
Claudia Raia comenta relação com filhos da ficção: 'Viro mãe de verdade dessa turma',"No 'Se Joga', artista brinca sobre fazer aniversário em 23 de dezembro: 'Tem que ser um presente excelente no dia 23 e outro excelente no dia 24'; assista"
"Ryan volta atrás e surpreende Marina em aeroporto: 'Eu te amo, não entra nesse avião!'","O rapaz canta para a namorada no meio do embarque. Confira o que vai acontecer no capítulo de hoje da novela das 9, ‘Amor de Mãe’ "
Vitória revela que seu filho com Raul não morreu,Ouça no podcast Novela das 9 tudo sobre o passado surpreendente da advogada em 'Amor de Mãe'
Léo Santana e Naiara Azevedo contam que comemoram o Natal fora da data por causa dos shows,"Os dois também falam como é a ceia natalina na casa deles, nos bastidores do 'Altas Horas'"
Vídeo inédito mostra os bastidores de 'Juntos a Magia Acontece'; assista!,"O clima de diversão tomou conta das gravações do especial de Natal da Globo escrito por Cleissa Regina Martins, com direção artística de Maria de Médicis"
Alberto acorda desmemoriado no dia de entregar o dinheiro a Elias,"O dono da Prado Monteiro não reconhece Marcos ao ser acordado pelo filho nesta segunda-feira, 23/12, em ‘Bom Sucesso’"
Vitória entra em trabalho de parto no meio do trânsito ,"Confira tudo o que vai acontecer no próximo capítulo da novela das 9, ‘Amor de Mãe’ "
Tufão procura Lucinda para saber a verdade sobre Carminha e Jorginho,Ex-jogador quer saber ser esposa é mãe biológica do ex-namorado de Nina em 'Avenida Brasil'
Carlos surta de raiva e dá um soco em Alfredo por ciúmes de Inês,O filho mais velho de Lola briga com o irmão por ciúmes de sua antiga paixão em 'Éramos Seis'
"Fernando, namorado de Maiara, revela superstição para fim de ano ","Ao lado de Sorocaba, ele contou como é o ritmo das festas de Ano Novo"
Ramon se emociona e pede para Gabriela não desistir,O técnico de basquete diz palavras bonitas para a menina que está cada vez mais fraca: 'Você só precisa aguentar firme'
Kaysar vencedor e muita emoção marcam a final do 'Dança dos Famosos 2019'; veja tudo o que rolou!,"Decisão do quadro do 'Domingão do Faustão' teve apresentações de valsa e tango, depoimentos para os finalistas e mais!"
Luan Santana surpreende no visual em gravação do 'Show da Virada' e fala sobre mudanças constantes de estilo,"Em bate-papo com Bianca Andrade, cantor afirma que procura inspirações na web por cansar facilmente de suas roupas e penteados"
Relembre os famosos que foram papais e mamães em 2019 ,"Este ano foi muito especial para artistas que ficaram ""grávidos"" pela primeira vez ou para aqueles que aumentaram a família recentemente. Prepare o fofurômetro para ver a lista!"
Dandara Mariana se emociona com declaração do pai na final do 'Dança dos Famosos',"Mãe da finalista do quadro ainda revela um problema de estatura que a preocupava na infância da atriz, que hoje tem 1,57m de altura"
Kaysar Dadour se emociona com depoimentos de familiares na final da 'Dança dos Famosos 2019',Ator sírio diz que vai honrar sua cidadania brasileira até o fim de sua vida e recebeu homenagem do melhor amigo de infância e da ex-chefe; veja vídeo
Dandara Mariana usa vestido com 34 mil pedras em valsa na final do 'Dança dos Famosos 2019',Peça com bordados foi confeccionada exclusivamente para apresentação no palco do Domingão e contou com 10 profissionais de moda!
"Ho ho ho! Confira 5 esquetes natalinos do 'Zorra' deste sábado, 21/12",Clima de natal invadiu o programa e trouxe o Papai Noel em diferentes situações
Resumo da semana: confira os melhores momentos de 'Bom Sucesso',"Nos capítulos de 16 a 21 de dezembro, o pai de Gabriela botou preço pra doar sangue para a própria filha, Gabriela e Vicente se reconciliaram e Silvana deu o golpe da barriga em Mario"
"Bira, baixista do 'Programa do Jô', morre aos 85 anos ","O músico faleceu na manhã de domingo, 22/12, após sofrer uma parada cardíaca em São Paulo "
Capricórnio: descubra as características do signo,Período se inicia em 22 de dezembro e vai até 19 de janeiro
Resumo da semana: confira os melhores momentos de 'Bom Sucesso',"Nos capítulos de 16 a 21 de dezembro, o pai de Gabriela botou preço pra doar sangue para a própria filha, Gabriela e Vicente se reconciliaram e Silvana deu o golpe da barriga em Mario"
Lola leva golpe em novo negócio,A matriarca da família Lemos passa por uma verdadeira saia justa em 'Éramos Seis'
Ryan termina com Marina: ‘Eu não sou passatempo’,"Parece que a ida para São Paulo não vai fazer bem ao relacionamento dos dois. Confira o que vai acontecer no próximo capítulo da novela das 9, ‘Amor de Mãe ‘"
"Anaju Dorigon mostra tendências do verão e admite lado sensual: 'Já foi uma questão, mas agora amo'","Em ensaio de moda praia exclusivo para o Gshow, atriz fala sobre sua relação com a estação mais quente do ano, de autoestima e solteirice: 'Estou sempre paquerando (risos)'"
Elenco do especial de Natal 'Juntos a Magia Acontece' apresenta seus personagens,"No vídeo, Milton Gonçalves, Camila Pitanga, Zezé Motta, Fabrício Boliveira, Luciano Quirino e Gabriely Mota falam sobre a história de Orlando, Vera, Neuza, André, Jorge e Letícia"
Finalistas do 'Dança dos Famosos' fazem retrospectiva de suas trajetórias no quadro,"Dandara Mariana, Jonathan Azevedo e Kaysar Dadour lembram momentos que marcaram suas participações na disputa do 'Domingão'"
Paloma fica apavorada com a piora de Gabriela,"A costureira leva um susto com a menina dormindo profundamente e teme que o pior tenha acontecido nesta segunda-feira, 23/12, em ‘Bom Sucesso’"
Clotilde é humilhada por Almeida e desabafa com Lola: 'Eu quero morrer',A irmã de Olga se desespera depois que Almeida finge que não lhe conhece em 'Éramos Seis'
Marcos apura detalhes da vida de Elias com a mulher do bandido,"Sem perceber a real intenção do namorado de Paloma, Rosemary responde as perguntas do empresário sem pestanejar nesta segunda-feira, 23/12"
Claudia Leitte conta que primeira gravidez não foi planejada: 'Tive muito medo' ,"No 'Altas Horas', a cantora dançou o sucesso 'Invocada' com as bailarinas de Léo Santana"
"Leila se faz de compreensiva, mas explica plano: ‘Quem vai sair de casa é a Betina’",A ex-mulher de Magno diz que vai fazer de tudo para ter sua família de volta. Confira o que vai acontecer no próximo capítulo de ‘Amor de Mãe’ 
Finalistas do 'Dança dos Famosos' comentam expectativa para a valsa e o tango; veja imagens dos ensaios!,"Dandara Mariana, Jonathan Azevedo e Kaysar Dadour falam dos principais desafios de dançar dois ritmos no mesmo dia e mostram um pouco do que rolou na preparação para arrasar no 'Domingão'"
Bailarinas do Faustão comemoram fim de ano com noite do pijama e pool party,"Todo ano, as 45 meninas que arrasam no palco do 'Domingão' se reúnem para uma confraternização de fim de ano que dura 24h; veja as fotos!"
André Marques e Cissa Guimarães se emocionam no 'É de Casa' de Natal,Apresentadores mandam mensagens e fazem reflexão sobre a família; assista ao vídeo
Marcos descobre prova do roubo na casa de Elias e corre perigo,"O empresário investiga a vida do ex de Paloma, acha pista da grana roubada do banco, mas fica encurralado pelo cachorro da casa, neste sábado, 21/12"
Clotilde e Almeida são flagrados juntos por Natália,"A irmã de Lola se desespera ao ser vista ao lado do vendedor de tecidos, em 'Éramos Seis'"
